Date;DisplayPeriod;Evaporation;Exploration;FoodQuantity;FoodSourceSize;Icon;LandSize;NPDeposit;NbFoodSources;PPMax;PopulationSize;RandomSeed;Saturation;ScenarioName;SniffingDistance;TimeLimit;Title;WindowSize;LastStep;Year_(each_ant_moves_once_a_year_on_average)&nbsp;&nbsp;&nbsp;x&nbsp;&nbsp;&nbsp;Amount_of_food_collected
251118145844;1;5;0;222;4;ants-1.gif;100;50;20;1000;50;4;1000;Ants;5;5000;Evolife_Ants;1000;5000;3738.21
