Year;Year_(each_ant_moves_once_a_year_on_average)&nbsp;&nbsp;&nbsp;x&nbsp;&nbsp;&nbsp;Amount_of_food_collected
0;0
1;8
2;11
3;20
4;30
5;37
6;44
7;51
8;55
9;59
10;66
11;77
12;84
13;90
14;95
15;104
16;108
17;114
18;125
19;131
20;135
21;139
22;146
23;155
24;161
25;169
26;178
27;182
28;187
29;197
30;201
31;202
32;211
33;219
34;223
35;224
36;232
37;240
38;248
39;252
40;256
41;261
42;264
43;266
44;272
45;277
46;282
47;285
48;287
49;296
50;303
51;305
52;308
53;319
54;321
55;326
56;331
57;332
58;338
59;347
60;351
61;359
62;360
63;364
64;367
65;370
66;373
67;376
68;381
69;383
70;387
71;391
72;395
73;398
74;403
75;407
76;408
77;411
78;414
79;418
80;424
81;427
82;429
83;433
84;434
85;434
86;437
87;441
88;447
89;454
90;460
91;463
92;467
93;468
94;471
95;476
96;478
97;482
98;489
99;489
100;495
101;495
102;497
103;504
104;507
105;510
106;516
107;520
108;524
109;525
110;529
111;533
112;538
113;540
114;543
115;546
116;549
117;551
118;556
119;561
120;565
121;565
122;566
123;570
124;570
125;575
126;577
127;586
128;590
129;592
130;597
131;600
132;602
133;608
134;613
135;618
136;620
137;625
138;628
139;629
140;632
141;636
142;639
143;644
144;651
145;656
146;660
147;661
148;662
149;668
150;673
151;677
152;680
153;680
154;682
155;692
156;695
157;701
158;706
159;710
160;713
161;719
162;721
163;725
164;728
165;729
166;735
167;739
168;742
169;745
170;752
171;756
172;758
173;764
174;766
175;770
176;773
177;774
178;777
179;781
180;787
181;790
182;791
183;795
184;798
185;801
186;802
187;807
188;811
189;815
190;817
191;821
192;822
193;827
194;829
195;835
196;838
197;842
198;843
199;848
200;849
201;851
202;853
203;853
204;856
205;860
206;862
207;865
208;867
209;868
210;869
211;870
212;873
213;875
214;878
215;881
216;885
217;888
218;890
219;890
220;894
221;896
222;897
223;901
224;905
225;909
226;911
227;913
228;914
229;917
230;918
231;919
232;925
233;928
234;932
235;934
236;934
237;934
238;936
239;937
240;938
241;938
242;943
243;944
244;945
245;952
246;957
247;963
248;967
249;970
250;973
251;976
252;977
253;978
254;979
255;979
256;980
257;985
258;987
259;990
260;993
261;993
262;995
263;995
264;996
265;998
266;999
267;1002
268;1004
269;1009
270;1015
271;1023
272;1025
273;1026
274;1030
275;1032
276;1032
277;1033
278;1033
279;1035
280;1037
281;1040
282;1041
283;1041
284;1042
285;1043
286;1044
287;1044
288;1047
289;1052
290;1054
291;1058
292;1064
293;1067
294;1070
295;1073
296;1076
297;1080
298;1082
299;1084
300;1085
301;1086
302;1087
303;1087
304;1090
305;1090
306;1092
307;1093
308;1094
309;1095
310;1098
311;1102
312;1110
313;1113
314;1118
315;1120
316;1121
317;1121
318;1123
319;1127
320;1130
321;1132
322;1136
323;1139
324;1142
325;1146
326;1147
327;1151
328;1151
329;1151
330;1154
331;1156
332;1160
333;1165
334;1167
335;1171
336;1174
337;1178
338;1181
339;1186
340;1188
341;1190
342;1192
343;1196
344;1197
345;1201
346;1205
347;1209
348;1211
349;1213
350;1215
351;1218
352;1222
353;1225
354;1226
355;1231
356;1232
357;1238
358;1242
359;1243
360;1250
361;1252
362;1253
363;1257
364;1259
365;1260
366;1265
367;1266
368;1272
369;1272
370;1272
371;1277
372;1279
373;1284
374;1287
375;1291
376;1295
377;1301
378;1302
379;1310
380;1311
381;1312
382;1317
383;1319
384;1320
385;1324
386;1329
387;1331
388;1334
389;1340
390;1346
391;1348
392;1349
393;1350
394;1352
395;1354
396;1357
397;1357
398;1362
399;1366
400;1371
401;1375
402;1380
403;1382
404;1387
405;1389
406;1393
407;1393
408;1394
409;1396
410;1396
411;1398
412;1400
413;1402
414;1405
415;1405
416;1406
417;1412
418;1415
419;1418
420;1421
421;1426
422;1428
423;1430
424;1434
425;1435
426;1435
427;1439
428;1443
429;1445
430;1447
431;1452
432;1453
433;1456
434;1459
435;1462
436;1462
437;1463
438;1466
439;1471
440;1474
441;1475
442;1477
443;1479
444;1482
445;1487
446;1489
447;1491
448;1493
449;1495
450;1496
451;1501
452;1503
453;1505
454;1507
455;1509
456;1511
457;1514
458;1516
459;1519
460;1520
461;1524
462;1528
463;1528
464;1529
465;1529
466;1530
467;1532
468;1533
469;1535
470;1536
471;1537
472;1538
473;1539
474;1541
475;1541
476;1541
477;1543
478;1545
479;1550
480;1553
481;1557
482;1559
483;1562
484;1565
485;1569
486;1570
487;1572
488;1574
489;1574
490;1575
491;1576
492;1578
493;1580
494;1582
495;1584
496;1586
497;1589
498;1590
499;1595
500;1595
501;1598
502;1599
503;1601
504;1604
505;1604
506;1607
507;1609
508;1611
509;1613
510;1616
511;1617
512;1620
513;1625
514;1627
515;1629
516;1630
517;1633
518;1634
519;1635
520;1639
521;1643
522;1645
523;1647
524;1650
525;1652
526;1653
527;1655
