Date;DisplayPeriod;GroupOffset;GroupSlope;Icon;Inertia;NbAgents;ScenarioName;TimeLimit;TimeSlope;Title;LastStep;proportion_of_individuals_perched;perching_probability_x_1000
251118134108;1;5;1;swallow.gif;5;500;Swallows;300;20;Evolife_Swallows;300;92.17;12.49
