Year;Pollution_display;Total_a;Total_b;Total_c
1618;0;104;0;0
1619;0;116;0;0
1620;0;118;0;0
1621;0;115;0;0
1622;0;113;0;0
1623;0;108;0;0
1624;0;101;0;0
1625;0;114;0;0
1626;0;102;0;1
1627;0;108;0;0
1628;0;108;0;0
1629;0;107;0;0
1630;0;105;0;0
1631;0;116;0;0
1632;0;111;0;0
1633;0;113;0;0
1634;0;108;0;0
1635;0;109;0;1
1636;0;107;0;0
1637;0;108;0;0
1638;0;114;0;0
1639;0;112;0;0
1640;0;111;0;0
1641;0;112;0;0
1642;0;112;0;0
1643;0;107;0;0
1644;0;107;0;1
1645;0;105;0;0
1646;0;113;0;0
1647;0;116;0;0
1648;0;114;0;0
1649;0;107;0;0
1650;0;110;0;0
1651;0;115;0;1
1652;0;110;0;0
1653;0;107;0;1
1654;0;104;0;2
1655;0;110;0;0
1656;0;108;0;0
1657;0;118;0;0
1658;0;114;0;0
1659;0;111;0;1
1660;1;105;1;0
1661;0;119;0;0
1662;0;118;0;1
1663;1;118;1;0
1664;0;118;0;0
1665;0;118;0;0
1666;0;119;0;0
1667;0;120;0;0
1668;0;120;0;0
1669;0;119;0;1
1670;0;119;0;0
1671;0;120;0;0
1672;0;119;0;1
1673;0;120;0;0
1674;0;118;0;1
1675;1;118;1;0
1676;1;118;1;0
1677;1;117;1;0
1678;0;120;0;0
1679;0;119;0;0
1680;0;120;0;0
1681;0;120;0;0
1682;0;117;0;0
1683;0;120;0;0
1684;0;120;0;0
1685;0;117;0;1
1686;0;115;0;0
1687;0;117;0;1
1688;0;120;0;0
1689;0;116;0;0
1690;0;120;0;0
1691;0;114;0;0
1692;0;117;0;0
1693;0;113;0;0
1694;0;107;0;0
1695;0;104;0;0
1696;0;108;0;1
1697;0;109;0;0
1698;0;110;0;0
1699;0;100;0;0
1700;0;120;0;0
1701;0;118;0;1
1702;0;119;0;0
1703;0;105;0;1
1704;0;110;0;1
1705;0;115;0;0
1706;0;111;0;1
1707;0;109;0;0
1708;0;118;0;0
1709;0;111;0;0
1710;0;109;0;0
1711;0;107;0;0
1712;0;107;0;0
1713;0;113;0;1
1714;0;110;0;0
1715;0;105;0;0
1716;0;115;0;0
1717;0;109;0;0
1718;0;116;0;0
1719;0;113;0;0
1720;0;111;0;0
1721;0;113;0;0
1722;0;108;0;0
1723;0;108;0;1
1724;0;101;0;2
1725;0;110;0;0
1726;0;104;0;0
1727;0;116;0;1
1728;0;116;0;0
1729;0;107;0;0
1730;0;115;0;0
1731;0;111;0;1
1732;0;111;0;1
1733;0;112;0;1
1734;0;111;0;0
1735;0;114;0;0
1736;0;116;0;0
1737;0;109;0;1
1738;0;110;0;1
1739;0;111;0;0
1740;0;112;0;0
1741;0;109;0;0
1742;0;107;0;0
1743;0;109;0;1
1744;0;103;0;1
1745;0;118;0;0
1746;0;115;0;0
1747;0;112;0;0
1748;0;106;0;0
1749;0;111;0;0
1750;0;113;0;0
1751;1;112;1;0
1752;0;116;0;0
1753;0;117;0;0
1754;0;117;0;0
1755;0;120;0;0
1756;0;117;0;1
1757;0;114;0;0
1758;0;118;0;0
1759;0;114;0;0
1760;0;117;0;0
1761;0;119;0;0
1762;0;117;0;0
1763;0;119;0;0
1764;0;120;0;0
1765;0;119;0;1
1766;0;120;0;0
1767;0;111;0;0
1768;0;113;0;0
1769;0;107;0;0
1770;0;112;0;0
1771;0;110;0;0
1772;0;112;0;0
1773;0;112;0;0
1774;0;106;0;0
1775;0;118;0;0
1776;0;109;0;0
1777;0;118;0;0
1778;0;114;0;0
1779;0;110;0;0
1780;0;113;0;0
1781;0;116;0;0
1782;0;108;0;1
1783;0;113;0;0
1784;0;114;0;1
1785;0;106;0;0
1786;0;110;0;0
1787;0;107;0;0
1788;0;105;0;0
1789;0;117;0;0
1790;0;116;0;0
1791;0;112;0;2
1792;0;113;0;0
1793;0;110;0;0
1794;0;111;0;0
1795;0;112;0;0
1796;0;100;0;0
1797;0;106;0;0
1798;0;115;0;0
1799;0;113;0;0
1800;0;111;0;0
1801;0;112;0;0
1802;0;108;0;0
1803;0;116;0;0
1804;0;106;0;0
1805;0;101;0;0
1806;0;115;0;0
1807;0;117;0;0
1808;0;114;0;0
1809;0;114;0;1
1810;0;111;0;0
1811;0;114;0;1
1812;0;115;0;1
1813;0;115;0;0
1814;0;107;0;0
1815;0;114;0;0
1816;0;114;0;0
1817;0;107;0;0
1818;0;106;0;0
1819;0;107;0;0
1820;0;106;0;0
1821;0;112;0;0
1822;0;109;0;0
1823;0;100;0;0
1824;0;120;0;0
1825;0;115;0;1
1826;0;103;0;0
1827;0;111;0;0
1828;0;111;0;0
1829;0;105;0;0
1830;0;109;0;0
1831;0;105;0;0
1832;0;118;0;0
1833;0;108;0;0
1834;0;110;0;0
1835;0;106;0;0
1836;0;98;0;1
1837;0;100;0;2
1838;0;119;0;0
1839;0;114;0;0
1840;0;115;0;0
1841;0;115;0;0
1842;0;111;0;0
1843;0;111;0;0
1844;0;108;0;2
1845;0;111;0;0
1846;0;101;0;0
1847;0;108;0;1
1848;0;112;0;0
1849;0;107;0;0
1850;0;116;0;0
1851;0;113;0;0
1852;0;111;0;0
1853;0;110;0;0
1854;0;104;0;0
1855;0;103;0;0
1856;0;114;0;0
1857;0;104;0;0
1858;0;104;0;0
1859;0;118;0;1
1860;0;116;0;1
1861;0;116;0;0
1862;0;114;0;0
1863;0;113;0;0
1864;0;110;0;0
1865;0;114;0;0
1866;0;111;0;0
1867;0;107;0;0
1868;0;110;0;0
1869;0;109;0;0
1870;0;100;0;0
1871;0;105;0;0
1872;0;112;0;0
1873;0;112;0;1
1874;0;114;0;0
1875;0;112;0;1
1876;0;110;0;0
1877;0;109;0;0
1878;0;107;0;0
1879;0;112;0;0
1880;0;109;0;0
1881;0;111;0;0
1882;0;113;0;0
1883;0;112;0;0
1884;0;107;0;0
1885;0;115;0;0
1886;0;104;0;0
1887;0;113;0;1
1888;0;109;0;0
1889;0;115;0;0
1890;0;113;0;1
1891;0;111;0;0
1892;0;108;0;0
1893;0;108;0;0
1894;0;116;0;0
1895;0;111;0;0
1896;0;109;0;0
1897;0;103;0;0
1898;0;109;0;0
1899;0;114;0;0
1900;0;111;0;0
1901;0;105;0;0
1902;0;115;0;0
1903;0;110;0;0
1904;0;113;0;0
1905;0;110;0;0
1906;0;112;0;0
1907;0;102;0;0
1908;0;113;0;0
1909;0;101;0;0
1910;0;116;0;0
1911;0;112;0;0
1912;0;112;0;0
1913;0;106;0;1
1914;0;102;0;0
1915;0;119;0;0
1916;0;112;0;0
1917;0;104;0;0
1918;0;110;0;0
1919;0;118;0;0
1920;0;109;0;0
1921;0;104;0;0
1922;0;99;0;1
1923;0;109;0;1
1924;1;106;1;0
1925;0;120;0;0
1926;0;120;0;0
1927;0;120;0;0
1928;0;118;0;0
1929;0;119;0;0
1930;0;116;0;0
1931;0;120;0;0
1932;0;117;0;1
1933;0;120;0;0
1934;0;117;0;0
1935;0;118;0;0
1936;0;120;0;0
1937;0;120;0;0
1938;0;117;0;1
1939;0;118;0;0
1940;0;117;0;0
1941;0;106;0;0
1942;0;109;0;0
1943;0;108;0;0
1944;0;110;0;0
1945;1;107;1;0
1946;0;105;0;0
1947;0;113;0;0
1948;0;119;0;0
1949;0;118;0;0
1950;0;120;0;0
1951;0;115;0;1
1952;0;117;0;1
1953;0;118;0;0
1954;0;119;0;0
1955;0;114;0;0
1956;0;119;0;0
1957;0;118;0;0
1958;0;119;0;1
1959;0;120;0;0
1960;0;118;0;0
1961;0;112;0;0
1962;0;117;0;0
1963;0;112;0;0
1964;0;105;0;0
1965;0;106;0;0
1966;0;114;0;0
1967;0;107;0;0
1968;0;106;0;0
1969;0;104;0;0
1970;0;118;0;0
1971;0;115;0;0
1972;0;112;0;0
1973;0;105;0;1
1974;0;109;0;0
1975;1;111;1;0
1976;0;119;0;0
1977;0;114;0;0
1978;0;120;0;0
1979;1;119;1;0
1980;0;119;0;0
1981;0;119;0;0
1982;1;119;1;0
1983;0;115;0;0
1984;0;117;0;1
1985;0;120;0;0
1986;0;119;0;0
1987;0;116;0;0
1988;0;118;0;0
1989;0;118;0;0
1990;0;116;0;0
1991;0;119;0;1
1992;0;117;0;1
1993;0;118;0;0
1994;0;119;0;0
1995;0;120;0;0
1996;0;120;0;0
1997;0;109;0;0
1998;0;108;0;0
1999;0;108;0;0
2000;0;112;0;0
2001;0;115;0;0
2002;0;113;0;0
2003;0;106;0;0
2004;0;105;0;1
2005;0;100;0;1
2006;0;112;0;1
2007;0;108;0;1
2008;0;109;0;0
2009;0;117;0;0
2010;1;114;1;0
2011;1;110;1;0
2012;0;120;0;0
2013;0;119;0;0
2014;0;119;0;0
2015;0;119;0;0
2016;1;117;1;0
2017;0;114;0;0
2018;0;119;0;0
2019;0;119;0;0
2020;0;118;0;0
2021;1;117;1;0
2022;0;114;0;0
2023;0;114;0;0
2024;0;119;0;0
2025;0;119;0;0
2026;0;116;0;0
2027;0;120;0;0
2028;0;120;0;0
2029;0;120;0;0
2030;0;120;0;0
2031;0;116;0;0
2032;1;119;1;0
2033;0;112;0;0
2034;0;119;0;0
2035;0;118;0;0
2036;0;120;0;0
2037;0;120;0;0
2038;0;120;0;0
2039;0;118;0;0
2040;0;120;0;0
2041;0;117;0;1
2042;0;119;0;1
2043;0;118;0;0
2044;0;120;0;0
2045;0;118;0;0
2046;0;120;0;0
2047;0;115;0;0
2048;0;114;0;0
2049;0;107;0;0
2050;0;112;0;0
2051;1;105;1;1
2052;0;112;0;1
2053;0;115;0;0
2054;0;118;0;0
2055;0;119;0;0
2056;0;116;0;0
2057;0;120;0;0
2058;0;119;0;0
2059;0;120;0;0
2060;0;120;0;0
2061;0;120;0;0
2062;0;120;0;0
2063;0;119;0;0
2064;1;119;1;0
2065;0;117;0;0
2066;0;118;0;0
2067;0;120;0;0
2068;0;119;0;0
2069;0;117;0;0
2070;0;117;0;0
2071;0;120;0;0
2072;0;120;0;0
2073;0;116;0;0
2074;0;120;0;0
2075;0;118;0;0
2076;1;119;1;0
2077;0;118;0;0
2078;0;117;0;0
2079;0;120;0;0
2080;0;120;0;0
2081;0;120;0;0
2082;0;120;0;0
2083;1;119;1;0
2084;0;120;0;0
2085;0;120;0;0
2086;0;119;0;0
2087;0;120;0;0
2088;0;116;0;0
2089;0;120;0;0
2090;0;117;0;0
2091;0;119;0;0
2092;0;119;0;0
2093;1;115;1;1
2094;0;119;0;1
2095;0;120;0;0
2096;0;119;0;0
2097;0;120;0;0
2098;0;117;0;0
2099;0;117;0;0
2100;0;120;0;0
2101;0;119;0;1
2102;1;118;1;0
2103;1;115;1;0
2104;1;117;1;0
2105;0;120;0;0
2106;0;118;0;0
2107;0;120;0;0
2108;0;120;0;0
2109;0;117;0;0
2110;0;120;0;0
2111;0;116;0;0
2112;1;116;1;0
2113;0;120;0;0
2114;1;119;1;0
2115;0;120;0;0
2116;0;119;0;0
2117;0;119;0;1
2118;0;116;0;0
2119;0;120;0;0
2120;0;119;0;0
2121;0;120;0;0
2122;0;118;0;1
2123;0;118;0;1
2124;2;118;2;0
2125;2;112;2;0
2126;3;116;3;0
2127;3;115;3;0
2128;3;117;3;0
2129;5;115;5;0
2130;6;114;6;0
2131;6;113;6;0
2132;5;112;5;0
2133;5;113;5;0
2134;4;115;4;0
2135;3;110;3;1
2136;3;111;3;1
2137;2;115;2;1
2138;2;117;2;1
2139;2;115;2;1
2140;0;115;0;1
2141;0;119;0;1
2142;0;120;0;0
2143;0;118;0;0
2144;1;110;1;0
2145;1;118;1;0
2146;1;118;1;0
2147;0;120;0;0
2148;1;119;1;0
2149;0;115;0;0
2150;0;120;0;0
2151;0;117;0;0
2152;0;118;0;0
2153;0;120;0;0
2154;0;118;0;1
2155;0;116;0;1
2156;0;118;0;1
2157;0;119;0;0
2158;0;119;0;1
2159;0;119;0;0
2160;0;116;0;1
2161;0;120;0;0
2162;0;117;0;0
2163;0;110;0;0
2164;0;108;0;0
2165;0;109;0;0
2166;0;115;0;0
2167;1;108;1;0
2168;1;109;1;1
2169;0;117;0;1
2170;0;107;0;3
2171;0;110;0;0
2172;0;117;0;0
2173;0;118;0;0
2174;0;119;0;0
2175;0;118;0;1
2176;0;119;0;0
2177;0;120;0;0
2178;0;119;0;0
2179;0;120;0;0
2180;0;120;0;0
2181;0;120;0;0
2182;0;118;0;0
2183;0;120;0;0
2184;1;117;1;1
2185;0;119;0;1
2186;0;119;0;0
2187;0;120;0;0
2188;0;118;0;0
2189;0;120;0;0
2190;0;117;0;0
2191;0;119;0;0
2192;1;117;1;0
2193;0;120;0;0
2194;0;120;0;0
2195;0;120;0;0
2196;0;120;0;0
2197;0;120;0;0
2198;0;120;0;0
2199;0;120;0;0
2200;0;120;0;0
2201;0;117;0;0
2202;0;120;0;0
2203;0;120;0;0
2204;0;119;0;0
2205;0;120;0;0
2206;0;119;0;0
2207;0;120;0;0
2208;0;119;0;0
2209;0;112;0;0
2210;0;110;0;1
2211;0;103;0;0
2212;0;112;0;1
2213;0;112;0;0
2214;0;110;0;0
2215;0;112;0;0
2216;0;116;0;0
2217;0;119;0;0
2218;0;109;0;0
2219;0;109;0;0
2220;0;112;0;0
2221;0;99;0;0
2222;0;107;0;0
2223;0;113;0;0
2224;0;106;0;0
2225;1;106;1;0
2226;0;115;0;0
2227;0;115;0;0
2228;0;120;0;0
2229;0;116;0;0
2230;0;119;0;0
2231;0;119;0;0
2232;0;120;0;0
2233;0;119;0;0
2234;2;118;2;0
2235;2;118;2;0
2236;3;117;3;0
2237;3;117;3;0
2238;3;117;3;0
2239;4;115;4;0
2240;5;111;5;0
2241;4;116;4;0
2242;4;116;4;0
2243;4;115;4;0
2244;4;115;4;0
2245;4;115;4;0
2246;4;115;4;0
2247;4;115;4;0
2248;6;114;6;0
2249;7;112;7;0
2250;8;107;8;0
2251;7;108;7;0
2252;6;109;6;0
2253;6;114;6;0
2254;6;113;6;0
2255;4;115;4;0
2256;3;115;3;0
2257;1;118;1;0
2258;0;120;0;0
2259;0;119;0;0
2260;0;115;0;0
2261;0;120;0;0
2262;0;120;0;0
2263;0;120;0;0
2264;0;120;0;0
2265;0;119;0;1
2266;1;114;1;0
2267;0;119;0;0
2268;0;114;0;0
2269;0;119;0;0
2270;2;117;2;0
2271;3;117;3;0
2272;4;116;4;0
2273;6;112;6;0
2274;9;111;9;0
2275;11;108;11;0
2276;11;106;10;0
2277;12;107;11;0
2278;12;107;11;1
2279;13;106;12;2
2280;16;101;15;2
2281;16;101;15;1
2282;19;100;18;1
2283;16;100;15;0
2284;16;102;15;0
2285;19;100;18;0
2286;20;95;19;0
2287;25;92;23;0
2288;30;83;28;0
2289;35;80;32;0
2290;36;75;33;0
2291;38;74;34;0
2292;40;77;36;0
2293;42;77;38;0
2294;45;70;41;1
2295;40;72;36;3
2296;38;74;34;4
2297;38;74;35;4
2298;38;74;35;6
2299;38;72;35;6
2300;35;80;32;6
2301;35;74;32;6
2302;33;81;30;7
2303;28;83;25;8
2304;29;77;27;10
2305;30;75;28;10
2306;34;75;31;11
2307;33;81;30;6
2308;24;89;21;6
2309;23;84;21;5
2310;25;86;23;5
2311;28;85;26;4
2312;31;80;29;4
2313;31;83;28;3
2314;31;82;28;2
2315;33;87;30;0
2316;39;82;36;0
2317;39;80;36;0
2318;38;81;35;0
2319;36;80;33;0
2320;39;80;36;0
2321;40;74;37;0
2322;48;74;44;0
2323;55;69;51;0
2324;59;57;55;0
2325;66;55;60;0
2326;73;48;67;0
2327;80;40;73;0
2328;79;45;70;0
2329;88;36;80;0
2330;104;22;94;0
2331;125;7;111;0
2332;134;0;113;0
2333;137;0;110;0
2334;144;0;112;0
2335;147;0;113;0
2336;151;0;115;0
2337;149;0;111;0
2338;148;0;109;0
2339;153;0;113;0
2340;149;0;108;0
2341;149;0;108;0
2342;147;1;105;0
2343;151;0;109;0
2344;156;0;114;0
2345;150;0;107;1
2346;148;0;106;1
2347;160;0;118;1
2348;154;0;113;1
2349;154;0;113;1
2350;149;0;108;1
2351;152;0;111;1
2352;146;0;106;1
2353;146;1;106;1
2354;152;2;113;2
2355;144;3;107;2
2356;148;3;113;2
2357;144;0;111;3
2358;143;0;110;4
2359;140;0;107;4
2360;140;1;108;3
2361;141;2;109;2
2362;137;2;105;3
2363;140;0;109;2
2364;141;0;108;3
2365;145;0;112;1
2366;147;1;112;1
2367;143;0;108;1
2368;149;0;113;1
2369;150;0;113;1
2370;149;0;112;1
2371;150;0;112;1
2372;150;0;112;1
2373;154;1;115;1
2374;149;0;111;1
2375;151;0;113;0
2376;152;0;113;0
2377;150;0;110;0
2378;156;0;115;0
2379;153;0;111;0
2380;153;0;111;1
2381;152;0;110;1
2382;153;0;112;1
2383;154;0;113;1
2384;155;0;114;1
2385;148;0;107;1
2386;145;2;105;1
2387;153;0;114;1
2388;150;1;111;2
2389;146;0;109;3
2390;148;0;112;3
2391;140;1;104;2
2392;147;0;112;2
2393;142;0;107;2
2394;147;0;111;4
2395;143;0;109;4
2396;142;0;109;4
2397;145;0;112;4
2398;143;0;111;4
2399;143;0;111;3
2400;143;0;110;3
2401;141;0;108;3
2402;142;0;109;3
2403;144;0;111;3
2404;146;0;113;3
2405;141;0;107;0
2406;151;0;115;0
2407;150;0;113;0
2408;149;0;110;0
2409;153;0;113;0
2410;153;0;113;0
2411;151;1;110;0
2412;154;0;113;0
2413;148;1;106;0
2414;148;0;107;0
2415;151;0;109;0
2416;154;0;112;0
2417;156;0;113;0
2418;148;0;105;0
2419;146;0;103;0
2420;156;0;112;0
2421;149;0;105;0
2422;146;0;102;0
2423;152;0;108;0
2424;152;0;107;0
2425;158;0;113;0
2426;157;0;112;0
2427;162;0;117;0
2428;150;0;105;1
2429;153;1;108;1
2430;154;2;111;1
2431;156;0;115;1
2432;153;0;112;1
2433;151;0;111;1
2434;153;0;113;1
2435;154;0;114;1
2436;154;0;114;1
2437;155;0;115;1
2438;146;0;106;1
2439;157;0;117;0
2440;157;0;116;0
2441;154;0;113;0
2442;152;0;110;0
2443;150;0;108;0
2444;154;0;111;0
2445;153;0;110;0
2446;153;1;109;0
2447;148;0;105;0
2448;153;0;110;0
2449;150;0;106;0
2450;160;0;116;0
2451;160;0;116;0
2452;155;0;111;0
2453;155;0;110;0
2454;158;0;113;0
2455;150;1;105;0
2456;151;0;107;0
2457;146;0;102;0
2458;160;0;115;0
2459;160;0;115;0
2460;159;0;114;0
2461;154;0;109;0
2462;150;0;105;0
2463;154;0;109;0
2464;158;0;112;0
2465;154;0;108;0
2466;146;0;100;0
2467;162;0;116;0
2468;157;0;111;0
2469;160;1;114;0
2470;160;1;115;0
2471;158;0;114;0
2472;159;0;114;0
2473;157;0;112;0
2474;155;1;110;0
2475;152;0;108;1
2476;156;0;112;1
2477;158;0;115;1
2478;156;0;114;1
2479;155;0;113;1
2480;152;0;110;1
2481;154;0;113;1
2482;154;0;113;3
2483;148;0;109;3
2484;154;0;116;2
2485;149;1;112;2
2486;148;1;112;2
2487;147;0;111;3
2488;145;1;110;3
2489;144;0;110;4
2490;144;0;111;6
2491;138;0;107;7
2492;131;0;101;9
2493;126;0;99;9
2494;130;0;104;9
2495;126;0;100;11
2496;124;0;100;14
2497;122;0;100;15
2498;117;0;96;16
2499;111;0;91;19
2500;111;1;93;19
2501;111;1;94;22
2502;110;0;94;19
2503;106;0;89;21
2504;106;0;90;21
2505;107;0;91;22
2506;106;0;90;24
2507;104;0;89;21
2508;105;0;89;22
2509;108;0;92;21
2510;108;0;92;22
2511;100;1;84;25
2512;104;2;90;26
2513;101;0;88;22
2514;107;0;92;23
2515;105;0;90;25
2516;100;0;85;26
2517;99;0;85;30
2518;91;0;78;33
2519;95;1;83;27
2520;99;0;86;29
2521;90;0;77;30
2522;94;0;82;33
2523;88;0;76;33
2524;89;0;78;33
2525;82;0;71;37
2526;78;0;68;38
2527;87;0;77;37
2528;78;0;68;40
2529;81;0;71;42
2530;76;0;67;49
2531;62;0;54;58
2532;54;0;48;65
2533;51;0;46;64
2534;44;0;39;69
2535;47;0;42;70
2536;35;0;31;84
2537;23;0;20;93
2538;9;0;7;110
2539;1;0;1;111
2540;1;0;1;117
2541;0;0;0;110
2542;0;0;0;114
2543;0;0;0;113
2544;1;0;1;113
2545;1;0;1;110
2546;0;0;0;114
2547;0;0;0;110
2548;0;0;0;115
2549;0;0;0;103
2550;0;0;0;112
2551;0;0;0;105
2552;0;0;0;107
2553;0;0;0;110
2554;1;0;1;107
2555;0;0;0;108
2556;0;0;0;108
2557;1;0;1;114
2558;0;0;0;113
2559;0;0;0;113
2560;0;0;0;114
2561;0;0;0;106
2562;0;0;0;108
2563;0;0;0;108
2564;2;0;2;108
2565;0;0;0;103
2566;0;0;0;114
2567;0;0;0;104
2568;0;0;0;106
2569;0;0;0;114
2570;1;0;1;115
2571;0;0;0;107
2572;0;0;0;113
2573;0;0;0;106
2574;0;0;0;106
2575;0;0;0;107
2576;0;0;0;114
2577;0;0;0;106
2578;1;0;1;108
2579;2;0;2;112
2580;1;0;1;107
2581;0;0;0;109
2582;0;0;0;117
2583;0;0;0;116
2584;0;0;0;115
2585;0;0;0;112
2586;1;0;1;110
2587;0;0;0;117
2588;0;0;0;108
2589;0;0;0;109
2590;0;0;0;109
2591;0;0;0;107
2592;0;0;0;112
2593;0;0;0;114
2594;1;0;1;104
2595;1;0;1;107
2596;0;0;0;113
2597;0;0;0;107
2598;0;0;0;115
2599;0;0;0;111
2600;0;0;0;108
2601;0;0;0;114
2602;0;0;0;113
2603;0;0;0;110
2604;1;0;1;110
2605;0;0;0;101
2606;0;0;0;105
2607;0;0;0;109
2608;0;0;0;111
2609;0;0;0;111
2610;1;0;1;107
2611;0;1;0;111
2612;2;1;2;110
2613;0;1;0;111
2614;1;2;1;110
2615;0;2;0;108
2616;0;3;0;111
2617;1;3;1;109
2618;2;3;2;108
2619;0;1;0;112
2620;0;1;0;111
2621;0;1;0;112
2622;0;1;0;112
2623;0;2;0;111
2624;0;2;0;112
2625;0;4;0;110
2626;0;4;0;109
2627;0;1;0;111
2628;0;1;0;113
2629;0;1;0;106
2630;0;1;0;117
2631;0;1;0;112
2632;0;2;0;108
2633;0;3;0;112
2634;0;4;0;107
2635;0;4;0;109
2636;0;4;0;107
2637;0;6;0;109
2638;0;6;0;111
2639;0;6;0;109
2640;0;6;0;109
2641;0;4;0;107
2642;0;4;0;111
2643;0;5;0;109
2644;0;4;0;105
2645;0;4;0;109
2646;0;4;0;112
2647;0;3;0;108
2648;0;1;0;112
2649;0;1;0;112
2650;0;1;0;116
2651;0;1;0;116
2652;0;2;0;113
2653;0;3;0;111
2654;0;3;0;109
2655;0;4;0;114
2656;0;5;0;109
2657;0;6;0;105
2658;0;7;0;109
2659;0;5;0;110
2660;0;6;0;104
2661;0;7;0;104
2662;0;8;0;102
2663;0;8;0;101
2664;0;8;0;108
2665;0;8;0;108
2666;0;6;0;112
2667;0;5;0;107
2668;1;5;1;107
2669;0;3;0;111
2670;0;4;0;112
2671;0;4;0;106
2672;0;3;0;105
2673;0;3;0;113
2674;0;2;0;107
2675;0;2;0;117
2676;0;2;0;109
2677;0;4;0;109
2678;0;7;0;105
2679;0;8;0;98
2680;0;10;0;104
2681;0;12;0;104
2682;0;12;0;100
2683;0;14;0;99
2684;0;15;0;100
2685;0;19;0;94
2686;0;20;0;96
2687;0;24;0;88
2688;0;25;0;84
2689;0;28;0;81
2690;0;28;0;83
2691;0;32;0;84
2692;0;37;0;79
2693;0;42;0;70
2694;0;50;0;67
2695;0;57;0;55
2696;0;60;0;51
2697;0;71;0;45
2698;0;83;0;32
2699;0;94;0;17
2700;0;102;0;16
2701;0;116;0;1
2702;0;116;0;0
2703;0;116;0;0
2704;0;113;0;0
2705;0;112;0;0
2706;0;110;0;0
2707;0;115;0;0
2708;0;105;0;1
2709;0;105;0;0
2710;0;112;0;1
2711;0;110;0;0
2712;0;106;0;0
2713;0;115;0;0
2714;0;114;0;0
2715;0;107;0;0
2716;0;114;0;0
2717;0;107;0;0
2718;0;109;0;0
2719;0;99;0;0
2720;0;111;0;0
2721;0;108;0;0
2722;0;110;0;0
2723;0;111;0;0
2724;1;104;1;0
2725;0;115;0;0
2726;0;120;0;0
2727;0;120;0;0
2728;0;116;0;1
2729;0;119;0;1
2730;0;115;0;0
2731;0;118;0;0
2732;1;119;1;0
2733;0;120;0;0
2734;0;117;0;0
2735;0;120;0;0
2736;0;117;0;0
2737;0;114;0;0
2738;0;120;0;0
2739;0;119;0;1
2740;0;118;0;1
2741;0;117;0;0
2742;0;119;0;0
2743;0;120;0;0
2744;0;118;0;0
2745;0;120;0;0
2746;0;119;0;0
2747;0;113;0;0
2748;0;110;0;0
2749;0;112;0;0
2750;0;112;0;0
2751;0;107;0;0
2752;0;101;0;1
2753;0;98;0;0
2754;0;95;0;0
2755;0;113;0;1
2756;0;119;0;0
2757;0;117;0;1
2758;0;116;0;1
2759;0;118;0;0
2760;0;110;0;0
2761;0;114;0;0
2762;0;111;0;0
2763;0;110;0;1
2764;0;111;0;1
2765;0;109;0;2
2766;0;109;0;0
2767;0;116;0;0
2768;0;104;0;0
2769;0;111;0;0
2770;0;115;0;0
2771;0;112;0;1
2772;0;110;0;0
2773;0;112;0;1
2774;0;101;0;0
2775;0;105;0;0
2776;0;108;0;0
2777;0;108;0;1
2778;0;110;0;1
2779;0;111;0;0
2780;0;116;0;0
2781;0;117;0;1
2782;0;108;0;0
2783;0;114;0;0
2784;0;111;0;0
2785;0;110;0;0
2786;0;113;0;0
2787;0;112;0;0
2788;0;108;0;0
2789;0;111;0;0
2790;0;114;0;0
2791;0;112;0;0
2792;0;107;0;0
2793;0;109;0;0
2794;0;104;0;0
2795;0;111;0;1
2796;0;105;0;1
2797;0;105;0;0
2798;0;101;0;0
2799;0;117;0;0
2800;0;117;0;0
2801;0;111;0;0
2802;0;107;0;0
2803;0;105;0;0
2804;0;111;0;1
2805;0;107;0;2
2806;0;106;0;2
2807;0;109;0;2
2808;0;116;0;1
2809;0;106;0;1
2810;0;109;0;0
2811;0;117;0;0
2812;0;116;0;0
2813;0;111;0;0
2814;0;110;0;0
2815;0;111;0;0
2816;0;109;0;1
2817;0;106;0;1
2818;0;104;0;2
2819;0;106;0;0
2820;0;108;0;0
2821;0;118;0;0
2822;0;113;0;0
2823;0;117;0;0
2824;0;116;0;1
2825;0;112;0;0
2826;0;106;0;0
2827;0;108;0;0
2828;0;107;0;0
2829;0;105;0;0
2830;0;114;0;0
2831;0;111;0;0
2832;0;115;0;0
2833;0;103;0;0
2834;0;111;0;0
2835;0;103;0;0
2836;0;120;0;0
2837;0;112;0;0
2838;1;114;1;0
2839;0;117;0;0
2840;0;116;0;0
2841;0;120;0;0
2842;0;119;0;0
2843;0;118;0;0
2844;0;117;0;0
2845;0;120;0;0
2846;0;120;0;0
2847;0;118;0;0
2848;0;119;0;0
2849;0;117;0;0
2850;0;119;0;0
2851;0;119;0;1
2852;0;114;0;0
2853;0;115;0;0
2854;0;119;0;0
2855;0;117;0;1
2856;0;109;0;0
2857;0;110;0;0
2858;0;109;0;0
2859;0;112;0;0
2860;0;105;0;0
2861;1;106;1;1
2862;0;111;0;2
2863;0;118;0;2
2864;0;115;0;0
2865;1;119;1;0
2866;0;119;0;1
2867;0;120;0;0
2868;0;120;0;0
2869;0;119;0;1
2870;0;117;0;0
2871;0;120;0;0
2872;0;118;0;0
2873;0;115;0;0
2874;0;120;0;0
2875;0;120;0;0
2876;0;117;0;0
2877;0;119;0;1
2878;0;117;0;0
2879;0;117;0;1
2880;0;115;0;1
2881;0;120;0;0
2882;0;109;0;0
2883;0;108;0;0
2884;0;108;0;0
2885;0;108;0;0
2886;0;111;0;0
2887;0;110;0;0
