Year;Pollution_display;Total_a;Total_b;Total_c
283;153;0;107;0
284;151;0;105;0
285;164;0;118;0
286;165;0;119;0
287;161;0;115;0
288;162;0;116;0
289;164;0;118;0
290;162;0;116;0
291;163;0;117;0
292;157;0;110;1
293;158;0;112;1
294;157;1;112;1
295;151;1;108;1
296;152;1;110;1
297;152;2;111;1
298;148;2;109;1
299;147;2;110;0
300;150;0;113;0
301;152;0;114;0
302;148;0;109;0
303;150;0;110;0
304;156;0;115;0
305;151;0;109;0
306;145;0;103;0
307;152;0;109;0
308;150;1;107;0
309;147;0;105;0
310;147;0;104;0
311;160;0;117;0
312;159;0;115;0
313;158;1;114;0
314;153;0;110;0
315;149;0;105;0
316;157;0;113;0
317;152;0;108;0
318;151;0;107;0
319;155;0;110;0
320;163;0;118;0
321;156;0;111;0
322;156;0;111;0
323;154;0;109;0
324;154;0;109;0
325;160;0;115;0
326;157;0;111;0
327;157;1;111;0
328;150;0;105;0
329;147;0;102;0
330;164;0;119;0
331;160;0;115;0
332;157;0;112;0
333;155;0;109;0
334;149;0;103;0
335;157;0;111;0
336;162;0;116;0
337;151;0;105;0
338;150;0;104;0
339;163;0;117;0
340;162;0;116;0
341;159;0;113;0
342;155;0;109;0
343;155;0;109;0
344;156;0;109;0
345;150;0;103;0
346;148;0;101;0
347;164;1;117;0
348;163;0;117;0
349;161;0;115;0
350;159;0;113;1
351;153;0;108;1
352;161;0;117;2
353;148;0;105;3
354;152;0;111;3
355;147;0;108;3
356;144;0;107;4
357;147;0;111;4
358;145;0;111;5
359;143;0;110;6
360;136;0;105;7
361;132;0;103;6
362;142;0;113;4
363;141;0;111;4
364;139;0;108;4
365;136;0;105;5
366;134;0;103;5
367;140;0;110;6
368;138;0;108;7
369;135;0;106;7
370;135;0;107;8
371;127;0;100;10
372;122;0;97;12
373;124;1;100;12
374;127;0;105;12
375;120;0;98;14
376;120;0;99;15
377;116;0;96;18
378;109;0;90;21
379;110;0;93;21
380;105;0;89;23
381;101;0;85;24
382;99;0;84;28
383;97;0;83;27
384;102;0;88;29
385;90;0;77;34
386;87;0;75;35
387;84;0;73;43
388;76;0;67;43
389;73;0;64;45
390;71;0;63;50
391;74;0;67;47
392;70;0;62;51
393;67;0;60;49
394;68;0;61;54
395;60;0;53;60
396;53;0;47;65
397;49;0;44;72
398;35;0;31;81
399;22;0;19;92
400;21;0;19;92
401;22;0;20;87
402;27;0;25;88
403;16;0;14;102
404;1;0;0;114
405;0;0;0;109
406;0;0;0;108
407;0;0;0;110
408;0;0;0;110
409;0;0;0;107
410;0;0;0;110
411;0;0;0;106
412;0;0;0;106
413;0;0;0;102
414;1;0;1;106
415;0;0;0;117
416;0;0;0;117
417;1;0;1;113
418;0;0;0;108
419;1;0;1;109
420;0;0;0;113
421;0;0;0;114
422;0;0;0;113
423;0;0;0;111
424;1;0;1;112
425;1;0;1;109
426;0;0;0;111
427;0;0;0;107
428;0;0;0;109
429;0;0;0;112
430;0;0;0;107
431;0;0;0;118
432;0;0;0;113
433;0;0;0;111
434;0;0;0;111
435;0;0;0;103
436;1;0;1;105
437;0;0;0;109
438;0;0;0;108
439;0;0;0;119
440;1;0;1;115
441;0;0;0;113
442;1;0;1;117
443;0;0;0;112
444;0;0;0;106
445;0;0;0;110
446;0;0;0;111
447;0;0;0;110
448;0;0;0;118
449;0;0;0;115
450;0;0;0;109
451;1;0;1;102
452;0;0;0;112
453;0;0;0;100
454;1;0;1;114
455;0;0;0;114
456;0;0;0;115
457;0;0;0;113
458;1;0;1;107
459;3;0;3;106
460;0;0;0;113
461;0;0;0;103
462;0;0;0;107
463;0;0;0;114
464;1;0;1;109
465;0;0;0;104
466;0;0;0;117
467;0;0;0;113
468;0;0;0;104
469;0;0;0;105
470;0;0;0;108
471;0;0;0;116
472;0;0;0;109
473;1;0;1;112
474;0;0;0;106
475;0;0;0;102
476;0;0;0;119
477;0;0;0;119
478;0;0;0;111
479;1;0;1;113
480;0;0;0;112
481;0;0;0;109
482;0;0;0;115
483;0;0;0;104
484;0;0;0;105
485;0;0;0;103
486;0;0;0;106
487;1;0;1;117
488;1;0;1;119
489;0;0;0;109
490;1;0;1;108
491;0;0;0;115
492;0;0;0;115
493;0;0;0;113
494;0;0;0;113
495;0;0;0;102
496;0;0;0;118
497;0;0;0;108
498;0;0;0;107
499;0;0;0;111
500;0;0;0;107
501;1;0;1;100
502;0;0;0;118
503;1;0;1;113
504;0;0;0;106
505;1;0;1;103
506;2;0;2;107
507;0;0;0;111
508;0;0;0;114
509;0;0;0;109
510;0;0;0;107
511;0;0;0;113
512;2;0;2;108
513;1;0;1;116
514;0;0;0;103
515;0;0;0;109
516;0;0;0;109
517;0;0;0;106
518;0;0;0;115
519;0;0;0;114
520;0;0;0;113
521;0;0;0;112
522;0;0;0;109
523;1;0;1;113
524;0;0;0;110
525;1;0;1;113
526;0;0;0;112
527;0;0;0;108
528;0;0;0;107
529;0;0;0;112
530;1;0;1;113
531;0;0;0;110
532;0;0;0;113
533;0;0;0;110
534;0;0;0;108
535;0;0;0;103
536;1;0;1;108
537;0;0;0;115
538;0;0;0;110
539;0;0;0;113
540;0;0;0;103
541;0;0;0;102
542;0;0;0;116
543;0;0;0;114
544;0;0;0;112
545;0;0;0;105
546;0;0;0;112
547;0;0;0;103
548;0;0;0;118
549;0;0;0;113
550;0;0;0;103
551;0;0;0;106
552;0;0;0;107
553;0;1;0;114
554;0;1;0;110
555;0;1;0;117
556;0;1;0;116
557;0;1;0;107
558;1;1;1;115
559;0;1;0;112
560;0;1;0;108
561;1;1;1;108
562;0;2;0;113
563;0;2;0;106
564;0;1;0;114
565;0;1;0;110
566;0;1;0;110
567;0;2;0;107
568;0;2;0;112
569;0;3;0;109
570;0;4;0;111
571;0;5;0;110
572;0;4;0;110
573;0;6;0;108
574;0;6;0;107
575;0;7;0;106
576;0;8;0;106
577;0;10;0;101
578;0;6;0;106
579;0;6;0;107
580;0;5;0;104
581;0;6;0;109
582;0;6;0;113
583;1;7;1;99
584;1;7;1;108
585;0;2;0;110
586;0;2;0;110
587;0;2;0;110
588;0;3;0;111
589;1;3;1;113
590;0;1;0;109
591;0;1;0;111
592;1;2;1;113
593;0;2;0;111
594;0;2;0;116
595;0;2;0;112
596;0;2;0;108
597;0;2;0;112
598;0;2;0;113
599;0;0;0;109
600;0;0;0;111
601;0;0;0;115
602;0;0;0;110
603;0;0;0;112
604;0;0;0;110
605;0;0;0;107
606;0;0;0;108
607;0;0;0;107
608;0;0;0;106
609;0;0;0;102
610;1;0;1;117
611;0;0;0;120
612;0;0;0;113
613;0;0;0;113
614;0;0;0;109
615;0;0;0;107
616;0;0;0;110
617;0;0;0;104
618;1;0;1;99
619;1;0;1;112
620;1;0;1;113
621;0;0;0;105
622;0;0;0;116
623;0;0;0;117
624;1;0;1;111
625;1;0;1;110
626;0;0;0;107
627;0;0;0;111
628;0;0;0;109
629;0;0;0;112
630;0;0;0;105
631;0;0;0;106
632;0;0;0;115
633;0;0;0;116
634;0;0;0;112
635;0;1;0;103
636;0;1;0;102
637;0;1;0;117
638;0;2;0;112
639;0;1;0;114
640;0;1;0;113
641;0;1;0;115
642;0;1;0;112
643;0;1;0;113
644;0;1;0;110
645;0;1;0;112
646;1;0;1;110
647;0;0;0;116
648;0;0;0;113
649;0;0;0;114
650;0;0;0;111
651;0;0;0;104
652;0;0;0;111
653;0;0;0;106
654;0;0;0;114
655;0;0;0;102
656;0;0;0;107
657;1;0;1;104
658;0;0;0;120
659;0;0;0;117
660;0;0;0;110
661;0;0;0;105
662;0;0;0;105
663;0;0;0;115
664;0;0;0;108
665;0;0;0;102
666;0;0;0;112
667;0;0;0;106
668;0;0;0;105
669;0;0;0;116
670;2;0;2;115
671;1;0;1;113
672;0;0;0;116
673;0;0;0;112
674;0;0;0;111
675;0;0;0;111
676;0;0;0;112
677;0;0;0;114
678;0;0;0;111
679;1;0;1;108
680;1;0;1;107
681;0;0;0;108
682;0;0;0;111
683;0;0;0;117
684;0;0;0;112
685;0;0;0;110
686;1;0;1;103
687;1;0;1;114
688;0;0;0;111
689;0;0;0;111
690;1;0;1;105
691;1;0;1;101
692;0;0;0;117
693;0;0;0;116
694;0;0;0;110
695;0;0;0;113
696;0;0;0;111
697;0;0;0;105
698;0;0;0;109
699;1;0;1;105
700;0;0;0;104
701;0;0;0;103
702;0;0;0;109
703;0;0;0;115
704;0;0;0;111
705;0;1;0;100
706;0;1;0;111
707;0;1;0;107
708;0;2;0;109
709;1;2;1;104
710;0;2;0;108
711;0;2;0;105
712;1;2;1;105
713;0;1;0;114
714;0;2;0;117
715;0;2;0;110
716;0;2;0;112
717;0;2;0;111
718;0;2;0;110
719;0;1;0;107
720;1;1;1;108
721;1;1;1;111
722;0;0;0;110
723;0;0;0;116
724;1;0;1;111
725;1;0;1;106
726;0;0;0;105
727;0;0;0;109
728;0;0;0;110
729;0;0;0;112
730;0;0;0;112
731;0;0;0;109
732;0;0;0;104
733;0;0;0;115
734;0;0;0;113
735;0;0;0;106
736;0;0;0;106
737;0;0;0;105
738;0;0;0;115
739;0;0;0;117
740;0;0;0;107
741;0;0;0;112
742;0;0;0;111
743;0;0;0;113
744;0;0;0;112
745;0;0;0;106
746;0;0;0;107
747;0;0;0;107
748;0;0;0;106
749;0;0;0;108
750;0;0;0;120
751;0;0;0;118
752;0;0;0;113
753;0;0;0;108
754;0;0;0;108
755;0;0;0;105
756;1;0;1;115
757;0;0;0;116
758;0;0;0;119
759;0;0;0;114
760;0;0;0;116
761;0;0;0;109
762;0;0;0;109
763;0;1;0;108
764;0;1;0;109
765;0;2;0;111
766;0;2;0;101
767;0;2;0;107
768;0;2;0;118
769;0;2;0;117
770;0;2;0;113
771;0;2;0;112
772;0;2;0;112
773;2;2;2;107
774;0;1;0;113
775;0;1;0;104
776;0;1;0;113
777;0;2;0;109
778;0;2;0;112
779;0;2;0;112
780;0;2;0;112
781;0;2;0;113
782;0;2;0;106
783;0;2;0;111
784;0;2;0;111
785;0;1;0;110
786;1;1;1;109
787;0;0;0;116
788;0;0;0;112
789;0;0;0;112
790;0;0;0;108
791;0;1;0;108
792;0;1;0;107
793;0;1;0;109
794;0;1;0;112
795;0;2;0;109
796;0;2;0;110
797;0;1;0;108
798;0;1;0;118
799;0;1;0;117
800;0;2;0;112
801;0;2;0;115
802;0;2;0;103
803;0;3;0;112
804;0;4;0;107
805;0;5;0;112
806;0;4;0;109
807;0;4;0;113
808;0;5;0;113
809;0;5;0;106
810;0;5;0;104
811;0;5;0;110
812;0;4;0;106
813;0;3;0;108
814;0;2;0;110
815;0;1;0;113
816;0;1;0;112
817;0;1;0;116
818;0;1;0;113
819;1;0;1;109
820;0;0;0;111
821;0;0;0;107
822;1;0;1;111
823;0;0;0;108
824;0;0;0;115
825;0;0;0;114
826;0;0;0;108
827;0;0;0;111
828;1;0;1;102
829;1;0;1;110
830;0;0;0;106
831;0;0;0;115
832;0;0;0;110
833;0;0;0;103
834;0;0;0;118
835;0;0;0;114
836;0;0;0;114
837;0;0;0;106
838;0;0;0;108
839;0;0;0;109
840;0;0;0;108
841;0;0;0;109
842;0;1;0;111
843;0;3;0;105
844;0;3;0;112
845;0;3;0;110
846;0;4;0;107
847;0;5;0;105
848;0;5;0;107
849;0;5;0;114
850;1;6;1;107
851;0;1;0;113
852;0;1;0;112
853;0;1;0;108
854;0;1;0;113
855;0;1;0;112
856;0;1;0;111
857;1;1;1;111
858;1;2;1;110
859;0;1;0;115
860;0;1;0;108
861;0;1;0;113
862;1;2;1;112
863;0;1;0;110
864;0;1;0;114
865;0;1;0;115
866;0;2;0;115
867;0;2;0;113
868;1;2;1;113
869;1;1;1;112
870;0;1;0;113
871;0;1;0;111
872;0;1;0;113
873;0;2;0;117
874;0;2;0;112
875;0;2;0;114
876;0;3;0;109
877;1;3;1;105
878;0;2;0;112
879;0;2;0;111
880;0;2;0;107
881;0;2;0;117
882;0;2;0;109
883;0;2;0;108
884;0;2;0;113
885;0;1;0;114
886;2;1;2;113
887;4;1;4;111
888;4;3;4;109
889;0;0;0;110
890;1;0;1;110
891;0;0;0;114
892;0;1;0;110
893;0;1;0;112
894;0;1;0;111
895;0;1;0;107
896;0;2;0;111
897;0;2;0;112
898;0;3;0;104
899;0;3;0;111
900;0;4;0;112
901;0;4;0;108
902;0;5;0;113
903;0;5;0;106
904;0;6;0;101
905;0;8;0;103
906;0;8;0;104
907;0;9;0;107
908;0;10;0;102
909;0;12;0;102
910;0;13;0;99
911;0;16;0;97
912;0;18;0;93
913;0;22;0;88
914;0;25;0;88
915;0;28;0;85
916;0;31;0;82
917;0;39;0;76
918;0;43;0;72
919;0;50;0;59
920;0;58;0;55
921;0;62;0;52
922;0;58;0;52
923;0;63;0;50
924;0;68;0;44
925;0;68;0;46
926;0;70;0;38
927;0;71;0;36
928;0;78;0;32
929;0;88;0;25
930;0;95;0;17
931;0;102;0;6
932;0;111;0;1
933;0;113;0;2
934;0;116;0;0
935;0;111;0;0
936;0;113;0;0
937;0;112;0;0
938;0;115;0;0
939;0;112;0;0
940;0;111;0;1
941;0;110;0;2
942;0;110;0;0
943;0;110;0;1
944;0;107;0;0
945;0;116;0;0
946;0;114;0;0
947;0;113;0;0
948;0;105;0;0
949;0;120;0;0
950;0;111;0;0
951;0;112;0;0
952;0;107;0;0
953;0;110;0;0
954;0;106;0;1
955;0;116;0;0
956;0;115;0;0
957;0;106;0;1
958;0;105;0;0
959;0;118;0;0
960;0;114;0;0
961;0;108;0;0
962;0;107;0;0
963;0;112;0;0
964;0;110;0;0
965;0;110;0;0
966;0;104;0;0
967;0;111;0;0
968;0;103;0;0
969;0;117;0;0
970;0;113;0;0
971;0;113;0;0
972;0;103;0;0
973;0;113;0;0
974;0;111;0;0
975;0;98;0;0
976;0;114;0;0
977;0;113;0;0
978;0;112;0;0
979;0;112;0;0
980;0;105;0;0
981;0;103;0;1
982;0;107;0;0
983;0;106;0;0
984;0;117;0;1
985;0;118;0;0
986;0;116;0;0
987;0;115;0;0
988;0;113;0;0
989;0;113;0;0
990;0;108;0;0
991;0;101;0;1
992;0;103;0;1
993;0;105;0;1
994;0;112;0;1
995;0;112;0;0
996;0;115;0;1
997;0;114;0;0
998;0;112;0;0
999;0;115;0;0
1000;0;111;0;0
1001;0;110;0;0
1002;0;108;0;0
1003;0;110;0;2
1004;0;111;0;0
1005;0;113;0;0
1006;0;116;0;0
1007;0;104;0;0
1008;0;117;0;0
1009;0;109;0;0
1010;0;108;0;0
1011;0;117;0;0
1012;0;111;0;0
1013;0;106;0;0
1014;0;107;0;0
1015;0;101;0;1
1016;0;114;0;1
1017;0;112;0;0
1018;0;112;0;0
1019;0;116;0;0
1020;0;112;0;0
1021;0;115;0;0
1022;0;112;0;0
1023;0;115;0;0
1024;0;113;0;0
1025;0;104;0;0
1026;0;111;0;0
1027;0;103;0;0
1028;0;116;0;0
1029;0;102;0;0
1030;0;101;0;0
1031;0;117;0;0
1032;0;115;0;1
1033;0;105;0;0
1034;0;113;0;0
1035;0;104;0;0
1036;0;105;0;0
1037;0;113;0;0
1038;0;112;0;0
1039;0;110;0;0
1040;0;114;0;0
1041;0;107;0;0
1042;0;108;0;0
1043;0;102;0;0
1044;0;115;0;0
1045;0;108;0;0
1046;0;113;0;0
1047;0;103;0;1
1048;0;108;0;0
1049;0;117;0;0
1050;0;110;0;0
1051;0;116;0;0
1052;0;112;0;0
1053;0;111;0;0
1054;0;110;0;0
1055;0;102;0;0
1056;0;111;0;0
1057;0;107;0;0
1058;0;102;0;0
1059;0;117;0;0
1060;0;118;0;0
1061;0;111;0;1
1062;0;116;0;0
1063;0;107;0;1
1064;0;109;0;1
1065;0;105;0;0
1066;0;118;0;0
1067;0;116;0;0
1068;0;115;0;0
1069;0;111;0;0
1070;0;108;0;0
1071;0;108;0;0
1072;0;109;0;0
1073;0;113;0;0
1074;0;104;0;0
1075;0;102;0;0
1076;0;117;0;0
1077;0;117;0;0
1078;0;115;0;1
1079;0;110;0;0
1080;0;110;0;0
1081;0;113;0;0
1082;0;111;0;0
1083;0;113;0;1
1084;0;114;0;0
1085;0;114;0;0
1086;0;111;0;1
1087;0;108;0;0
1088;0;107;0;1
1089;0;106;0;0
1090;0;116;0;0
1091;0;113;0;0
1092;0;115;0;0
1093;0;112;0;0
1094;0;107;0;1
1095;0;113;0;0
1096;0;105;0;0
1097;0;102;0;0
1098;0;108;0;0
1099;0;107;0;0
1100;0;115;0;0
1101;0;114;0;0
1102;0;115;0;0
1103;0;108;0;0
1104;0;108;0;1
1105;0;108;0;0
1106;0;117;0;0
1107;0;108;0;0
1108;0;113;0;0
1109;0;110;0;0
1110;0;106;0;1
1111;0;109;0;1
1112;0;113;0;0
1113;0;111;0;1
1114;0;108;0;0
1115;0;111;0;0
1116;0;117;0;0
1117;0;117;0;0
1118;0;104;0;0
1119;0;115;0;0
1120;0;106;0;1
1121;0;109;0;0
1122;0;112;0;0
1123;0;104;0;0
1124;0;107;0;0
1125;0;105;0;0
1126;0;117;0;1
1127;0;117;0;0
1128;0;108;0;0
1129;0;113;0;0
1130;0;106;0;0
1131;0;108;0;0
1132;0;113;0;0
1133;0;111;0;0
1134;0;110;0;1
1135;0;111;0;0
1136;0;105;0;0
1137;0;111;0;0
1138;0;115;0;0
1139;0;116;0;1
1140;0;109;0;1
1141;0;111;0;0
1142;0;112;0;0
1143;0;111;0;0
1144;0;112;0;0
1145;0;113;0;0
1146;0;114;0;0
1147;0;110;0;0
1148;0;105;0;1
1149;0;117;0;2
1150;0;110;0;0
1151;0;109;0;0
1152;0;108;0;0
1153;0;103;0;0
1154;0;117;0;0
1155;0;114;0;0
1156;0;113;0;0
1157;0;106;0;0
1158;0;107;0;0
1159;0;114;0;0
1160;0;103;0;1
1161;0;116;0;0
1162;0;111;0;0
1163;0;107;0;1
1164;0;99;0;1
1165;0;118;0;2
1166;0;115;0;1
1167;0;109;0;0
1168;0;108;0;0
1169;0;115;0;0
1170;0;108;0;0
1171;0;107;0;0
1172;0;117;0;1
1173;0;112;0;1
1174;0;112;0;0
1175;0;112;0;0
1176;0;109;0;0
1177;0;109;0;0
1178;0;116;0;0
1179;0;117;0;0
1180;0;108;0;0
1181;0;106;0;1
1182;0;103;0;2
1183;0;105;0;1
1184;0;107;0;0
1185;0;117;0;0
1186;0;114;0;0
1187;0;113;0;0
1188;0;112;0;0
1189;0;110;0;0
1190;0;106;0;0
1191;0;107;0;0
1192;0;108;0;1
1193;0;104;0;1
1194;0;110;0;0
1195;0;117;0;0
1196;0;114;0;0
1197;0;105;0;0
1198;0;109;0;0
1199;0;117;0;1
1200;0;114;0;0
1201;0;107;0;0
1202;0;115;0;0
1203;0;106;0;0
1204;0;107;0;0
1205;0;106;0;0
1206;0;118;0;0
1207;0;113;0;0
1208;0;110;0;0
1209;0;111;0;0
1210;0;108;0;0
1211;0;110;0;0
1212;0;116;0;0
1213;0;111;0;0
1214;0;109;0;0
1215;0;111;0;1
1216;0;113;0;2
1217;0;111;0;0
1218;0;107;0;0
1219;0;115;0;1
1220;0;112;0;0
1221;0;112;0;0
1222;0;109;0;0
1223;0;108;0;0
1224;0;112;0;0
1225;0;108;0;0
1226;0;113;0;0
1227;0;112;0;0
1228;0;114;0;0
1229;0;107;0;0
1230;0;104;0;1
1231;0;113;0;1
1232;0;109;0;0
1233;0;106;0;0
1234;0;112;0;0
1235;0;107;0;0
1236;0;113;0;0
1237;0;107;0;1
1238;0;113;0;1
1239;0;113;0;1
1240;0;112;0;0
1241;0;109;0;1
1242;0;113;0;0
1243;0;114;0;0
1244;0;110;0;1
1245;0;110;0;0
1246;0;109;0;0
1247;0;113;0;0
1248;0;108;0;0
1249;0;108;0;0
1250;0;108;0;0
1251;0;109;0;0
1252;0;110;0;1
1253;0;107;0;0
1254;0;114;0;0
1255;0;103;0;0
1256;0;110;0;1
1257;0;118;0;0
1258;0;114;0;0
1259;0;114;0;0
1260;0;112;0;0
1261;0;107;0;1
1262;0;108;0;1
1263;0;111;0;0
1264;0;114;0;0
1265;0;111;0;0
1266;0;111;0;1
1267;0;113;0;0
1268;0;112;0;1
1269;0;107;0;0
1270;0;115;0;0
1271;0;113;0;0
1272;0;105;0;0
1273;0;107;0;0
1274;0;113;0;0
1275;0;111;0;0
1276;0;106;0;0
1277;0;108;0;0
1278;0;114;0;0
1279;0;100;0;0
1280;0;112;0;0
1281;0;112;0;0
1282;0;108;0;0
1283;0;115;0;1
1284;0;114;0;0
1285;0;107;0;0
1286;0;106;0;0
1287;0;111;0;0
1288;0;116;0;0
1289;0;111;0;0
1290;0;110;0;0
1291;0;109;0;1
1292;0;106;0;0
1293;0;104;0;0
1294;0;101;0;0
1295;0;115;0;1
1296;0;115;0;1
1297;0;107;0;0
1298;0;116;0;0
1299;0;106;0;0
1300;0;112;0;0
1301;0;111;0;0
1302;0;113;0;0
1303;0;107;0;0
1304;1;114;1;0
1305;0;118;0;0
1306;0;119;0;0
1307;0;117;0;0
1308;0;120;0;0
1309;0;120;0;0
1310;0;120;0;0
1311;0;120;0;0
1312;0;119;0;0
1313;0;114;0;0
1314;0;119;0;0
1315;0;120;0;0
1316;0;120;0;0
1317;0;120;0;0
1318;0;119;0;1
1319;0;119;0;1
1320;0;118;0;0
1321;0;109;0;0
1322;0;103;0;0
1323;0;106;0;0
1324;2;109;2;0
1325;2;107;2;0
1326;2;106;2;1
1327;2;116;2;1
1328;2;117;2;1
1329;2;117;2;1
1330;2;116;2;1
1331;3;115;3;1
1332;3;116;3;1
1333;3;113;3;3
1334;2;113;2;3
1335;2;111;2;2
1336;2;115;2;2
1337;2;113;2;0
1338;2;114;2;0
1339;2;112;2;0
1340;3;116;3;1
1341;3;113;3;1
1342;2;113;2;1
1343;1;115;1;2
1344;1;116;1;2
1345;1;102;1;3
1346;0;117;0;3
1347;0;116;0;1
1348;0;120;0;0
1349;1;119;1;0
1350;0;117;0;0
1351;0;120;0;0
1352;0;115;0;0
1353;0;118;0;0
1354;2;117;2;0
1355;2;116;2;0
1356;2;114;2;0
1357;2;118;2;0
1358;2;117;2;1
1359;2;116;2;1
1360;2;116;2;1
1361;1;113;1;1
1362;0;119;0;1
1363;0;120;0;0
1364;1;119;1;0
1365;0;118;0;0
1366;0;120;0;0
1367;0;120;0;0
1368;0;119;0;0
1369;0;120;0;0
1370;0;117;0;1
1371;0;120;0;0
1372;0;120;0;0
1373;0;120;0;0
1374;0;120;0;0
1375;0;119;0;0
1376;0;120;0;0
1377;0;119;0;0
1378;0;116;0;0
1379;0;119;0;0
1380;0;117;0;0
1381;0;111;0;0
1382;0;105;0;0
1383;0;110;0;0
1384;0;108;0;0
1385;0;116;0;0
1386;0;106;0;0
1387;0;118;0;0
1388;0;109;0;0
1389;0;106;0;1
1390;0;112;0;0
1391;0;114;0;0
1392;1;107;1;0
1393;1;107;1;0
1394;0;116;0;0
1395;0;119;0;1
1396;1;117;1;0
1397;0;119;0;0
1398;0;115;0;0
1399;0;118;0;0
1400;0;116;0;0
1401;0;119;0;0
1402;0;120;0;0
1403;0;119;0;0
1404;0;119;0;0
1405;0;120;0;0
1406;0;120;0;0
1407;0;120;0;0
1408;0;120;0;0
1409;0;119;0;1
1410;0;119;0;0
1411;0;116;0;0
1412;0;118;0;0
1413;0;114;0;0
1414;0;115;0;0
1415;0;111;0;0
1416;0;107;0;0
1417;0;108;0;0
1418;0;111;0;0
1419;0;114;0;0
1420;0;109;0;0
1421;0;110;0;0
1422;0;117;0;0
1423;0;110;0;0
1424;0;109;0;0
1425;0;102;0;0
1426;0;108;0;0
1427;0;106;0;0
1428;0;118;0;0
1429;0;117;0;0
1430;0;112;0;0
1431;0;115;0;0
1432;0;106;0;0
1433;0;109;0;0
1434;0;107;0;0
1435;0;106;0;0
1436;0;107;0;0
1437;0;104;0;0
1438;0;116;0;0
1439;0;115;0;0
1440;0;116;0;0
1441;0;114;0;0
1442;0;106;0;0
1443;0;110;0;0
1444;1;104;1;0
1445;0;113;0;0
1446;0;118;0;0
1447;0;117;0;0
1448;0;118;0;0
1449;1;117;1;0
1450;0;118;0;0
1451;1;117;1;1
1452;0;118;0;2
1453;0;115;0;0
1454;0;119;0;1
1455;0;120;0;0
1456;1;115;1;0
1457;0;119;0;0
1458;0;119;0;1
1459;0;120;0;0
1460;0;117;0;1
1461;0;120;0;0
1462;0;120;0;0
1463;0;119;0;1
1464;0;120;0;0
1465;0;120;0;0
1466;0;118;0;0
1467;0;120;0;0
1468;0;119;0;1
1469;0;119;0;0
1470;0;120;0;0
1471;0;118;0;0
1472;0;120;0;0
1473;0;111;0;0
1474;0;107;0;1
1475;0;108;0;0
1476;0;104;0;0
1477;0;109;0;1
1478;0;109;0;0
1479;1;107;1;0
1480;1;118;1;0
1481;0;117;0;1
1482;0;119;0;0
1483;0;116;0;0
1484;0;117;0;0
1485;0;118;0;1
1486;0;120;0;0
1487;0;120;0;0
1488;0;119;0;0
1489;1;119;1;0
1490;1;117;1;0
1491;0;117;0;0
1492;0;120;0;0
1493;0;118;0;0
1494;0;120;0;0
1495;0;120;0;0
1496;0;120;0;0
1497;0;119;0;0
1498;0;117;0;0
1499;0;120;0;0
1500;0;118;0;0
1501;0;119;0;0
1502;0;120;0;0
1503;0;116;0;0
1504;0;116;0;0
1505;0;117;0;0
1506;0;115;0;0
1507;0;114;0;0
1508;0;115;0;0
1509;0;106;0;0
1510;0;102;0;0
1511;0;98;0;1
1512;0;96;0;1
1513;0;111;0;2
1514;0;116;0;0
1515;0;118;0;0
1516;0;108;0;0
1517;0;108;0;0
1518;0;109;0;0
1519;0;109;0;2
1520;0;111;0;1
1521;0;103;0;0
1522;0;110;0;0
1523;0;106;0;0
1524;0;111;0;0
1525;0;117;0;0
1526;0;117;0;0
1527;0;112;0;0
1528;1;107;1;0
1529;0;112;0;0
1530;1;115;1;0
1531;0;115;0;0
1532;0;120;0;0
1533;0;115;0;0
1534;1;119;1;0
1535;0;120;0;0
1536;0;118;0;0
1537;0;120;0;0
1538;0;118;0;0
1539;1;119;1;0
1540;0;117;0;0
1541;0;118;0;0
1542;0;120;0;0
1543;0;117;0;0
1544;0;116;0;0
1545;0;119;0;0
1546;0;117;0;0
1547;0;117;0;0
1548;0;120;0;0
1549;0;118;0;0
1550;1;117;1;0
1551;0;119;0;0
1552;0;117;0;0
1553;0;119;0;0
1554;0;119;0;0
1555;1;118;1;0
1556;2;116;2;0
1557;2;115;2;0
1558;2;116;2;0
1559;1;119;1;0
1560;1;118;1;0
1561;0;120;0;0
1562;0;118;0;0
1563;0;119;0;0
1564;0;116;0;0
1565;1;119;1;0
1566;1;119;1;0
1567;0;119;0;0
1568;0;119;0;0
1569;0;120;0;0
1570;0;120;0;0
1571;0;116;0;0
1572;0;119;0;0
1573;0;118;0;0
1574;0;117;0;0
1575;0;120;0;0
1576;0;117;0;0
1577;0;117;0;1
1578;1;116;1;1
1579;0;119;0;1
1580;0;120;0;0
1581;0;118;0;0
1582;1;118;1;0
1583;1;116;1;0
1584;0;119;0;0
1585;0;120;0;0
1586;0;120;0;0
1587;0;114;0;0
1588;0;119;0;0
1589;0;118;0;0
1590;0;120;0;0
1591;0;119;0;0
1592;0;119;0;0
1593;0;118;0;0
1594;0;120;0;0
1595;1;119;1;0
1596;0;117;0;0
1597;0;119;0;0
1598;0;119;0;1
1599;0;118;0;0
1600;0;111;0;0
1601;0;116;0;0
1602;0;120;0;0
1603;0;120;0;0
1604;0;119;0;0
1605;0;118;0;0
1606;0;116;0;1
1607;0;120;0;0
1608;0;118;0;0
1609;0;114;0;0
1610;0;113;0;0
1611;0;114;0;0
1612;0;114;0;0
1613;0;108;0;0
1614;0;102;0;0
1615;0;107;0;0
1616;0;107;0;0
1617;0;102;0;0
