Date;AgeMax;BatchMode;Correction;DNAFill;DisplayPeriod;DumpStart;Erosion;FirstStep;FirstStepCost;GeneCoding;GeneLength;GroupMinSize;Icon;MutationRate;NbCrossover;Noise;NumberOfGroups;PopulationSize;RandomSeed;ReproductionRate;ResultDir;Rounds;ScenarioName;SelectionPressure;Selectivity;StartFromFile;TimeLimit;Title;LastStep;Average_value_of_gene_Cooperativeness_in_the_population;Average_value_of_gene_Exploration_in_the_population
251119164846;10;0;0;-1;30;100;0;100;30;Weighted;10;0;Graphics/EvolifeIcon.png;5;1;0;1;100;111;15;./___Results;10;Cooperation;0;10;0;20000;Evolife;12210;0.90;51.57
