Date;DisplayPeriod;Icon;LandSize;NbColours;NumberOfGroups;PopulationSize;ResultDir;ScenarioName;TimeLimit;Title;LastStep;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
251120180115;5;settler.jpg;40;2;2;1300;./___Results;Segregationism;20000000;Evolife_Segregationism;0;0.00;0.00
