Year;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
12645;64.154;60.308
12650;64.154;60.154
12655;64.154;60.154
12660;64.154;60.154
12665;64.154;60.154
12670;64.154;60.154
12675;64.154;60.154
12680;64.154;60.154
12685;64.308;60.154
12690;64.462;60.308
12695;64.615;60.308
12700;64.615;60.308
12705;64.615;60.308
12710;64.615;60.308
12715;64.615;60.308
12720;64.769;60.154
12725;65.077;60.308
12730;65.077;60.462
12735;65.231;60.923
12740;65.231;60.923
12745;65.231;60.923
12750;65.385;61.077
12755;65.385;61.077
12760;65.538;61.077
12765;65.538;61.077
12770;65.538;61.077
12775;65.692;61.077
12780;65.846;61.231
12785;65.846;61.231
12790;65.846;61.231
12795;65.846;61.231
12800;65.846;61.231
12805;65.846;61.385
12810;65.846;61.385
12815;65.846;61.385
12820;66.0;61.385
12825;66.0;61.538
12830;66.154;61.692
12835;66.154;61.692
12840;66.154;61.538
12845;66.308;61.538
12850;66.308;61.692
12855;66.308;61.692
12860;66.462;61.538
12865;66.462;61.538
12870;66.462;61.538
12875;66.615;61.538
12880;66.615;61.538
12885;66.615;61.538
12890;66.615;61.538
12895;66.615;61.538
12900;66.615;61.538
12905;66.769;61.538
12910;66.769;61.692
12915;66.769;61.692
12920;66.769;61.846
12925;66.923;61.846
12930;66.923;61.846
12935;66.769;61.846
12940;66.769;61.846
12945;66.769;61.846
12950;66.769;61.846
12955;66.769;61.846
12960;66.769;61.846
12965;66.923;61.846
12970;67.077;61.846
12975;67.231;61.846
12980;67.231;61.846
12985;67.231;61.846
12990;67.231;62.0
12995;67.231;62.0
13000;67.231;62.0
13005;67.231;62.154
13010;67.231;62.154
13015;67.231;62.154
13020;67.385;62.154
13025;67.385;62.308
13030;67.538;62.308
13035;67.538;62.308
13040;67.538;62.308
13045;67.538;62.462
13050;67.538;62.462
13055;67.538;62.462
13060;67.538;62.462
13065;67.538;62.462
13070;67.538;62.462
13075;67.538;62.462
13080;67.538;62.462
13085;67.538;62.462
13090;67.538;62.462
13095;67.538;62.462
13100;67.538;62.615
13105;67.538;62.615
13110;67.538;62.615
13115;67.538;62.615
13120;67.538;62.769
13125;67.538;62.923
13130;67.538;62.923
13135;67.692;62.923
13140;67.692;62.923
13145;67.692;62.923
13150;67.692;63.077
13155;67.692;63.077
13160;67.692;63.077
13165;67.692;63.077
13170;67.692;63.077
13175;67.692;63.077
13180;67.692;63.077
13185;67.692;63.077
13190;67.692;63.077
13195;67.692;63.077
13200;67.692;63.077
13205;67.692;63.231
13210;67.846;63.231
13215;67.846;63.231
13220;67.846;63.231
13225;67.846;63.231
13230;67.846;63.231
13235;67.846;63.231
13240;67.846;63.231
13245;67.846;63.385
13250;67.846;63.538
13255;67.846;63.538
13260;68.0;63.538
13265;68.0;63.538
13270;68.154;63.538
13275;68.308;63.538
13280;68.308;63.538
13285;68.308;63.538
13290;68.615;63.538
13295;68.615;63.538
13300;68.615;63.538
13305;68.615;63.538
13310;68.615;63.538
13315;68.615;63.538
13320;68.769;63.538
13325;68.769;63.538
13330;68.769;63.538
13335;68.923;63.538
13340;68.923;63.538
13345;68.923;63.538
13350;69.077;63.692
13355;69.077;63.692
13360;69.077;63.692
13365;69.077;63.692
13370;69.077;63.846
13375;69.077;63.846
13380;69.077;64.0
13385;69.077;64.0
13390;69.077;64.0
13395;69.077;64.0
13400;69.077;64.0
13405;69.077;64.0
13410;69.077;64.0
13415;69.077;64.0
13420;69.231;64.0
13425;69.385;64.0
13430;69.385;64.0
13435;69.385;64.0
13440;69.385;64.0
13445;69.385;64.0
13450;69.385;64.0
13455;69.385;63.846
13460;69.385;63.846
13465;69.385;63.846
13470;69.385;63.846
13475;69.385;63.846
13480;69.385;63.846
13485;69.385;63.846
13490;69.385;63.846
13495;69.385;63.846
13500;69.385;63.846
13505;69.385;63.846
13510;69.385;63.846
13515;69.385;63.846
13520;69.385;63.846
13525;69.538;63.846
13530;69.538;63.846
13535;69.538;63.846
13540;69.538;63.846
13545;69.538;63.846
13550;69.538;63.846
13555;69.538;63.846
13560;69.538;64.0
13565;69.538;64.0
13570;69.538;64.0
13575;69.538;64.0
13580;69.538;64.154
13585;69.538;64.154
13590;69.538;64.154
13595;69.538;64.154
13600;69.538;64.154
13605;69.538;64.154
13610;69.692;64.308
13615;69.692;64.308
13620;69.692;64.308
13625;69.692;64.308
13630;69.692;64.462
13635;69.692;64.462
13640;69.692;64.462
13645;69.692;64.462
13650;69.692;64.462
13655;69.692;64.462
13660;69.692;64.615
13665;69.692;64.615
13670;69.692;64.615
13675;69.846;64.615
13680;69.846;64.615
13685;69.846;64.769
13690;69.846;64.769
13695;69.846;64.769
13700;70.0;64.769
13705;70.0;64.769
13710;70.0;64.769
13715;70.0;64.769
13720;70.0;64.769
13725;70.0;64.769
13730;70.0;64.923
13735;70.154;64.923
13740;70.154;64.923
13745;70.154;64.923
13750;70.308;64.923
13755;70.308;64.923
13760;70.308;64.923
13765;70.308;64.923
13770;70.308;64.923
13775;70.308;64.923
13780;70.308;64.923
13785;70.308;64.923
13790;70.308;64.923
13795;70.308;64.923
13800;70.308;64.923
13805;70.308;64.923
13810;70.308;64.923
13815;70.308;64.923
13820;70.462;64.923
13825;70.462;64.923
13830;70.462;65.077
13835;70.462;65.077
13840;70.462;65.077
13845;70.462;65.077
13850;70.462;65.077
13855;70.462;65.077
13860;70.615;65.077
13865;70.769;65.077
13870;70.923;65.077
13875;70.769;65.077
13880;70.769;65.077
13885;70.769;65.077
13890;70.769;65.231
13895;70.769;65.231
13900;70.769;65.231
13905;70.923;65.231
13910;70.923;65.231
13915;70.923;65.231
13920;70.923;65.231
13925;70.923;65.231
13930;70.923;65.231
13935;70.923;65.231
13940;70.923;65.231
13945;70.923;65.231
13950;70.923;65.385
13955;70.923;65.385
13960;70.923;65.231
13965;70.923;65.231
13970;70.923;65.231
13975;70.923;65.231
13980;71.077;65.231
13985;71.077;65.231
13990;71.077;65.231
13995;71.231;65.231
14000;71.231;65.231
14005;71.231;65.231
14010;71.385;65.231
14015;71.385;65.231
14020;71.385;65.231
14025;71.385;65.385
14030;71.385;65.385
14035;71.385;65.385
14040;71.538;65.538
14045;71.692;65.538
14050;71.692;65.846
14055;71.692;65.846
14060;71.692;65.846
14065;71.692;65.846
14070;71.692;65.846
14075;71.692;66.0
14080;71.692;66.0
14085;71.538;66.0
14090;71.538;66.0
14095;71.538;66.0
14100;71.538;66.0
14105;71.538;66.154
14110;71.538;66.154
14115;71.538;66.154
14120;71.538;66.308
14125;71.538;66.308
14130;71.538;66.308
14135;71.538;66.308
14140;71.538;66.308
14145;71.538;66.308
14150;71.538;66.308
14155;71.538;66.308
14160;71.538;66.308
14165;71.538;66.308
14170;71.538;66.462
14175;71.538;66.462
14180;71.538;66.462
14185;71.538;66.462
14190;71.538;66.462
14195;71.538;66.462
14200;71.538;66.462
14205;71.692;66.615
14210;71.692;66.615
14215;71.692;66.615
14220;71.692;66.615
14225;71.692;66.615
14230;71.692;66.615
14235;71.846;66.615
14240;71.846;66.615
14245;72.0;66.769
14250;71.846;66.769
14255;72.0;66.769
14260;72.0;66.769
14265;72.0;66.769
14270;72.0;66.769
14275;72.0;66.769
14280;72.0;66.769
14285;72.0;66.923
14290;72.0;66.923
14295;72.0;66.923
14300;72.0;66.923
14305;72.0;67.231
14310;72.0;67.385
14315;72.154;67.385
14320;72.154;67.538
14325;72.154;67.538
14330;72.154;67.538
14335;72.154;67.538
14340;72.154;67.538
14345;72.154;67.538
14350;72.308;67.538
14355;72.308;67.692
14360;72.308;67.846
14365;72.308;67.846
14370;72.308;67.846
14375;72.308;67.846
14380;72.308;67.846
14385;72.308;67.846
14390;72.308;68.0
14395;72.308;68.0
14400;72.308;67.846
14405;72.308;67.846
14410;72.308;67.846
14415;72.308;67.846
14420;72.308;68.0
14425;72.308;68.154
14430;72.308;68.308
14435;72.308;68.462
14440;72.308;68.462
14445;72.308;68.462
14450;72.308;68.462
14455;72.308;68.462
14460;72.308;68.462
14465;72.308;68.462
14470;72.154;68.462
14475;72.154;68.462
14480;72.154;68.615
14485;72.154;68.615
14490;72.154;68.769
14495;72.154;68.769
14500;72.154;68.769
14505;72.154;68.769
14510;72.154;68.769
14515;72.154;68.769
14520;72.154;68.769
14525;72.154;68.769
14530;72.154;68.769
14535;72.154;68.769
14540;72.154;68.923
14545;72.154;68.923
14550;72.154;68.923
14555;72.154;68.923
14560;72.154;69.077
14565;72.154;69.077
14570;72.308;69.077
14575;72.308;69.077
14580;72.308;69.077
14585;72.308;69.231
14590;72.308;69.231
14595;72.308;69.385
14600;72.462;69.385
14605;72.462;69.385
14610;72.462;69.385
14615;72.462;69.385
14620;72.462;69.385
14625;72.462;69.385
14630;72.462;69.385
14635;72.462;69.385
14640;72.462;69.385
14645;72.462;69.385
14650;72.462;69.385
14655;72.769;69.385
14660;72.769;69.385
14665;72.769;69.385
14670;72.769;69.385
14675;72.769;69.231
14680;72.769;69.385
14685;72.769;69.385
14690;72.769;69.538
14695;72.769;69.538
14700;72.769;69.538
14705;72.769;69.538
14710;72.769;69.538
14715;72.769;69.538
14720;72.769;69.692
14725;72.769;69.538
14730;72.769;69.538
14735;72.769;69.538
14740;72.769;69.538
14745;72.923;69.538
14750;72.923;69.538
14755;72.769;69.538
14760;72.769;69.538
14765;72.769;69.538
14770;72.769;69.538
14775;72.769;69.692
14780;72.923;69.692
14785;72.923;69.692
14790;72.923;69.692
14795;72.769;69.692
14800;72.769;69.692
14805;72.923;69.692
14810;72.923;69.692
14815;72.923;69.692
14820;72.923;69.692
14825;72.923;69.846
14830;73.077;69.846
14835;73.077;69.846
14840;73.077;69.846
14845;72.923;69.846
14850;72.923;69.846
14855;72.923;69.846
14860;72.923;69.846
14865;72.923;69.846
14870;72.923;70.0
14875;72.923;70.0
14880;72.923;70.0
14885;72.923;70.0
14890;72.923;70.0
14895;72.923;70.0
14900;72.923;70.0
14905;72.923;70.0
14910;72.923;70.0
14915;72.923;70.0
14920;73.077;70.154
14925;73.077;70.308
14930;73.077;70.462
14935;73.077;70.462
14940;73.077;70.462
14945;73.077;70.462
14950;73.077;70.769
14955;73.231;70.769
14960;73.231;70.769
14965;73.231;70.615
14970;73.385;70.615
14975;73.385;70.615
14980;73.385;70.615
14985;73.385;70.615
14990;73.385;70.769
14995;73.538;70.923
15000;73.538;70.923
15005;73.538;70.923
15010;73.538;70.923
15015;73.538;70.923
15020;73.538;71.077
15025;73.538;71.077
15030;73.538;71.077
15035;73.538;71.231
15040;73.538;71.231
15045;73.538;71.231
15050;73.538;71.231
15055;73.538;71.231
15060;73.538;71.231
15065;73.538;71.231
15070;73.538;71.385
15075;73.538;71.538
15080;73.538;71.538
15085;73.538;71.538
15090;73.538;71.538
15095;73.538;71.692
15100;73.538;71.692
15105;73.538;71.692
15110;73.538;71.846
15115;73.538;71.846
15120;73.692;71.846
15125;73.692;71.846
15130;73.692;71.846
15135;73.692;71.846
15140;73.846;71.846
15145;74.0;71.846
15150;74.0;71.846
15155;74.0;72.0
15160;74.0;72.0
15165;74.0;72.0
15170;74.0;72.308
15175;74.0;72.308
15180;74.0;72.308
15185;74.0;72.308
15190;74.0;72.308
15195;74.0;72.308
15200;74.0;72.308
15205;74.0;72.308
15210;74.0;72.308
15215;74.0;72.308
15220;74.0;72.308
15225;74.154;72.308
15230;74.308;72.308
15235;74.308;72.308
15240;74.308;72.308
15245;74.308;72.308
15250;74.308;72.308
15255;74.308;72.308
15260;74.308;72.154
15265;74.308;72.154
15270;74.308;72.308
15275;74.308;72.462
15280;74.308;72.462
15285;74.308;72.462
15290;74.308;72.462
15295;74.308;72.462
15300;74.308;72.615
15305;74.462;72.615
15310;74.462;72.615
15315;74.462;72.769
15320;74.462;72.923
15325;74.462;72.923
15330;74.462;72.923
15335;74.462;72.923
15340;74.462;72.923
15345;74.462;72.923
15350;74.462;72.923
15355;74.462;72.923
15360;74.462;72.923
15365;74.462;72.923
15370;74.462;72.923
15375;74.462;72.923
15380;74.462;72.923
15385;74.462;72.923
15390;74.462;72.923
15395;74.462;72.923
15400;74.462;72.923
15405;74.462;72.923
15410;74.462;72.923
15415;74.462;72.923
15420;74.462;72.923
15425;74.615;72.923
15430;74.615;72.923
15435;74.615;72.923
15440;74.769;72.923
15445;74.769;73.077
15450;74.769;73.077
15455;74.923;73.077
15460;74.923;73.077
15465;74.923;73.077
15470;74.923;73.077
15475;74.923;73.231
15480;74.923;73.231
15485;75.077;73.385
15490;75.231;73.385
15495;75.231;73.385
15500;75.231;73.385
15505;75.231;73.385
15510;75.231;73.385
15515;75.385;73.385
15520;75.385;73.385
15525;75.385;73.385
15530;75.385;73.385
15535;75.385;73.385
15540;75.385;73.385
15545;75.385;73.385
15550;75.385;73.385
15555;75.385;73.538
15560;75.385;73.538
15565;75.538;73.538
15570;75.538;73.538
15575;75.538;73.538
15580;75.538;73.538
15585;75.538;73.692
15590;75.538;73.692
15595;75.538;73.692
15600;75.538;73.692
15605;75.538;73.692
15610;75.538;73.692
15615;75.692;73.692
15620;75.692;73.692
15625;75.692;73.692
15630;75.692;73.692
15635;75.692;73.692
15640;75.692;73.692
15645;75.692;73.846
15650;75.692;73.846
15655;75.692;73.846
15660;75.692;73.846
15665;75.692;73.846
15670;75.692;74.0
15675;75.692;74.0
15680;75.846;74.0
15685;76.0;74.0
15690;76.0;74.0
15695;76.0;74.0
15700;76.0;74.0
15705;76.0;74.0
15710;76.0;74.0
15715;76.0;74.0
15720;76.0;74.0
15725;76.154;74.0
15730;76.154;74.0
15735;76.154;74.0
15740;76.154;74.0
15745;76.154;74.0
15750;76.154;74.0
15755;76.154;74.154
15760;76.154;74.154
15765;76.154;74.308
15770;76.154;74.308
15775;76.154;74.308
15780;76.154;74.308
15785;76.154;74.308
15790;76.154;74.308
15795;76.154;74.308
15800;76.154;74.308
15805;76.154;74.308
15810;76.154;74.308
15815;76.154;74.308
15820;76.154;74.308
15825;76.154;74.308
15830;76.154;74.462
15835;76.154;74.462
15840;76.154;74.462
15845;76.0;74.462
15850;76.154;74.462
15855;76.154;74.462
15860;76.154;74.462
15865;76.154;74.615
15870;76.154;74.615
15875;76.154;74.615
15880;76.308;74.615
15885;76.308;74.615
15890;76.462;74.615
15895;76.462;74.615
15900;76.615;74.615
15905;76.615;74.615
15910;76.615;74.615
15915;76.615;74.769
15920;76.615;74.769
15925;76.615;74.769
15930;76.615;74.769
15935;76.615;74.769
15940;76.615;74.769
15945;76.615;74.769
15950;76.615;74.769
15955;76.615;74.769
15960;76.615;74.769
15965;76.615;74.769
15970;76.615;74.923
15975;76.615;74.923
15980;76.615;74.923
15985;76.615;75.077
15990;76.769;75.077
15995;76.923;75.077
16000;76.923;75.077
16005;76.923;75.077
16010;76.923;75.077
16015;76.923;75.077
16020;76.923;75.077
16025;76.923;75.077
16030;76.923;75.077
16035;76.923;75.077
16040;76.923;75.231
16045;76.923;75.385
16050;76.923;75.385
16055;76.923;75.538
16060;77.077;75.538
16065;77.077;75.692
16070;77.231;75.846
16075;77.231;75.846
16080;77.231;75.846
16085;77.231;75.846
16090;77.231;75.846
16095;77.231;75.846
16100;77.231;75.846
16105;77.231;75.846
16110;77.231;76.0
16115;77.231;76.0
16120;77.231;76.0
16125;77.231;76.0
16130;77.231;76.0
16135;77.231;76.0
16140;77.231;76.0
16145;77.231;76.0
16150;77.385;76.0
16155;77.385;76.0
16160;77.538;76.0
16165;77.538;76.0
16170;77.538;76.0
16175;77.538;76.0
16180;77.538;76.0
16185;77.538;76.0
16190;77.538;76.0
16195;77.538;76.0
16200;77.538;76.154
16205;77.538;76.154
16210;77.538;76.154
16215;77.538;76.154
16220;77.538;76.308
16225;77.538;76.308
16230;77.538;76.308
16235;77.538;76.308
16240;77.692;76.308
16245;77.692;76.308
16250;77.692;76.308
16255;77.692;76.308
16260;77.692;76.308
16265;77.692;76.308
16270;77.692;76.462
16275;77.692;76.462
16280;77.692;76.462
16285;77.692;76.462
16290;77.692;76.462
16295;77.692;76.462
16300;77.846;76.462
16305;77.846;76.462
16310;77.846;76.462
16315;77.846;76.462
16320;77.846;76.615
16325;77.692;76.615
16330;77.692;76.615
16335;77.692;76.615
16340;77.692;76.615
16345;77.692;76.615
16350;77.692;76.615
16355;77.692;76.615
16360;77.692;76.615
16365;77.692;76.615
16370;77.692;76.615
16375;77.692;76.615
16380;77.692;76.615
16385;77.692;76.615
16390;77.692;76.615
16395;77.692;76.615
16400;77.692;76.615
16405;77.692;76.615
16410;77.692;76.615
16415;77.692;76.615
16420;77.692;76.615
16425;77.692;76.615
16430;77.846;76.615
16435;78.0;76.769
16440;78.0;76.769
16445;78.0;76.769
16450;78.0;76.769
16455;78.154;76.769
16460;78.154;76.923
16465;78.154;76.923
16470;78.154;76.923
16475;78.154;76.923
16480;78.154;76.923
16485;78.154;76.923
16490;78.154;76.923
16495;78.154;76.923
16500;78.154;76.923
16505;78.308;76.923
16510;78.308;76.923
16515;78.308;76.923
16520;78.308;76.923
16525;78.308;76.923
16530;78.462;76.923
16535;78.462;76.923
16540;78.462;76.923
16545;78.462;76.923
16550;78.462;77.077
16555;78.462;77.077
16560;78.462;77.077
16565;78.462;77.231
16570;78.462;77.385
16575;78.462;77.538
16580;78.462;77.538
16585;78.462;77.538
16590;78.462;77.538
16595;78.462;77.538
16600;78.462;77.538
16605;78.462;77.538
16610;78.462;77.538
16615;78.462;77.538
16620;78.462;77.538
16625;78.462;77.538
16630;78.615;77.538
16635;78.615;77.538
16640;78.615;77.538
16645;78.615;77.538
16650;78.615;77.538
16655;78.615;77.538
16660;78.615;77.538
16665;78.615;77.692
16670;78.615;77.692
16675;78.615;77.692
16680;78.615;77.692
16685;78.615;77.692
16690;78.615;77.692
16695;78.615;77.692
16700;78.615;77.692
16705;78.615;77.692
16710;78.769;77.846
16715;78.923;77.846
16720;78.923;77.846
16725;78.923;77.846
16730;79.077;77.846
16735;79.077;77.846
16740;79.077;77.846
16745;79.077;77.846
16750;79.077;77.846
16755;79.077;77.846
16760;79.077;77.846
16765;79.077;77.846
16770;79.077;77.846
16775;79.077;77.846
16780;79.077;77.846
16785;79.077;77.846
16790;79.077;77.846
16795;79.077;77.846
16800;79.077;77.846
16805;79.077;77.846
16810;79.077;77.846
16815;79.231;77.846
16820;79.231;77.846
16825;79.231;77.846
16830;79.231;77.846
16835;79.231;77.846
16840;79.231;77.846
16845;79.231;77.846
16850;79.231;77.846
16855;79.231;77.846
16860;79.385;77.846
16865;79.385;77.846
16870;79.385;77.846
16875;79.385;77.846
16880;79.385;77.846
16885;79.385;77.846
16890;79.385;77.846
16895;79.538;77.846
16900;79.538;77.846
16905;79.538;77.846
16910;79.538;77.846
16915;79.538;77.846
16920;79.538;77.846
16925;79.538;77.846
16930;79.538;77.846
16935;79.538;77.846
16940;79.538;77.846
16945;79.538;77.846
16950;79.538;77.846
16955;79.538;78.0
16960;79.538;78.0
16965;79.538;78.0
16970;79.538;78.0
16975;79.538;78.0
16980;79.538;78.0
16985;79.538;78.0
16990;79.538;78.0
16995;79.538;78.0
17000;79.538;78.0
17005;79.538;78.0
17010;79.692;78.0
17015;79.692;78.0
17020;79.692;78.0
17025;79.692;78.154
17030;79.692;78.154
17035;79.692;78.154
17040;79.692;78.154
17045;79.692;78.154
17050;79.692;78.154
17055;79.692;78.154
17060;79.692;78.154
17065;79.692;78.154
17070;79.692;78.154
17075;79.846;78.154
17080;79.846;78.154
17085;79.846;78.154
17090;80.0;78.154
17095;80.0;78.154
17100;80.0;78.154
17105;80.154;78.154
17110;80.154;78.154
17115;80.462;78.154
17120;80.462;78.154
17125;80.462;78.154
17130;80.462;78.154
17135;80.615;78.154
17140;80.615;78.154
17145;80.615;78.154
17150;80.615;78.154
17155;80.615;78.154
17160;80.615;78.154
17165;80.615;78.154
17170;80.615;78.154
17175;80.615;78.154
17180;80.615;78.154
17185;80.615;78.154
17190;80.615;78.154
17195;80.615;78.154
17200;80.615;78.154
17205;80.615;78.154
17210;80.615;78.154
17215;80.615;78.154
17220;80.615;78.154
17225;80.615;78.154
17230;80.615;78.154
17235;80.615;78.154
17240;80.615;78.308
17245;80.615;78.308
17250;80.615;78.308
17255;80.615;78.308
17260;80.615;78.308
17265;80.615;78.308
17270;80.615;78.308
17275;80.615;78.308
17280;80.615;78.308
17285;80.615;78.308
17290;80.615;78.308
17295;80.615;78.308
17300;80.615;78.308
17305;80.615;78.308
17310;80.615;78.308
17315;80.615;78.154
17320;80.615;78.154
17325;80.615;78.308
17330;80.615;78.308
17335;80.615;78.308
17340;80.615;78.308
17345;80.615;78.308
17350;80.615;78.308
17355;80.615;78.308
17360;80.615;78.308
17365;80.615;78.462
17370;80.615;78.462
17375;80.615;78.462
17380;80.615;78.462
17385;80.615;78.462
17390;80.615;78.462
17395;80.615;78.462
17400;80.615;78.462
17405;80.615;78.462
17410;80.615;78.462
17415;80.615;78.462
17420;80.769;78.462
17425;80.769;78.462
17430;80.769;78.462
17435;80.769;78.462
17440;80.769;78.615
17445;80.769;78.615
17450;80.769;78.615
17455;80.769;78.615
17460;80.769;78.615
17465;80.769;78.615
17470;80.769;78.615
17475;80.769;78.615
17480;80.769;78.615
17485;80.769;78.769
17490;80.769;78.769
17495;80.769;78.923
17500;80.769;78.923
17505;80.769;78.923
17510;80.923;78.923
17515;80.923;78.923
17520;80.923;78.923
17525;80.923;78.923
17530;80.923;78.923
17535;80.923;78.923
17540;80.923;78.923
17545;80.923;78.923
17550;80.923;78.923
17555;80.923;78.923
17560;80.923;78.923
17565;80.923;78.923
17570;80.923;78.923
17575;80.923;78.923
17580;80.923;78.923
17585;80.923;79.077
17590;80.923;79.077
17595;80.923;79.077
17600;80.923;79.077
17605;80.923;79.077
17610;80.923;79.077
17615;80.923;79.077
17620;80.923;79.077
17625;80.923;79.077
17630;80.923;79.077
17635;80.923;79.077
17640;80.923;79.077
17645;80.923;79.077
17650;80.923;79.077
17655;81.077;79.077
17660;81.077;79.231
17665;81.077;79.231
17670;81.077;79.231
17675;81.077;79.231
17680;81.077;79.231
17685;81.077;79.231
17690;81.077;79.231
17695;81.231;79.231
17700;81.231;79.385
17705;81.231;79.385
17710;81.231;79.385
17715;81.231;79.385
17720;81.231;79.385
17725;81.385;79.231
17730;81.385;79.231
17735;81.385;79.231
17740;81.385;79.231
17745;81.385;79.385
17750;81.385;79.385
17755;81.385;79.385
17760;81.385;79.385
17765;81.385;79.385
17770;81.385;79.385
17775;81.385;79.385
17780;81.385;79.385
17785;81.385;79.385
17790;81.385;79.385
17795;81.385;79.385
17800;81.385;79.385
17805;81.385;79.385
17810;81.385;79.385
17815;81.385;79.385
17820;81.385;79.385
17825;81.385;79.385
17830;81.385;79.385
17835;81.385;79.385
17840;81.385;79.385
17845;81.385;79.385
17850;81.385;79.385
17855;81.385;79.385
17860;81.385;79.385
17865;81.385;79.385
17870;81.385;79.385
17875;81.385;79.385
17880;81.385;79.385
17885;81.385;79.385
17890;81.385;79.385
17895;81.385;79.385
17900;81.385;79.385
17905;81.385;79.385
17910;81.385;79.385
17915;81.385;79.385
17920;81.385;79.385
17925;81.385;79.385
17930;81.385;79.538
17935;81.385;79.538
17940;81.385;79.538
17945;81.385;79.538
17950;81.385;79.538
17955;81.385;79.538
17960;81.385;79.692
17965;81.385;79.692
17970;81.385;79.692
17975;81.385;79.692
17980;81.385;79.692
17985;81.385;79.692
17990;81.385;79.692
17995;81.385;79.846
18000;81.385;79.846
18005;81.385;79.846
18010;81.385;79.846
18015;81.385;79.846
18020;81.385;79.846
18025;81.385;79.846
18030;81.538;79.846
18035;81.538;79.846
18040;81.538;79.846
18045;81.538;79.846
18050;81.538;79.846
18055;81.538;79.846
18060;81.538;79.846
18065;81.538;80.0
18070;81.538;80.0
18075;81.538;80.0
18080;81.538;80.0
18085;81.538;80.0
18090;81.538;80.0
18095;81.385;80.0
18100;81.385;80.0
18105;81.385;80.0
18110;81.385;80.0
18115;81.385;80.0
18120;81.385;80.0
18125;81.385;80.0
18130;81.385;80.0
18135;81.385;80.0
18140;81.385;80.0
18145;81.385;80.0
18150;81.385;80.0
18155;81.385;80.0
18160;81.385;80.0
18165;81.385;80.0
18170;81.385;80.0
18175;81.385;80.0
18180;81.385;80.0
18185;81.538;80.0
18190;81.538;80.0
18195;81.538;80.0
18200;81.538;80.0
18205;81.538;80.0
18210;81.538;80.0
18215;81.538;80.0
18220;81.538;80.0
18225;81.538;80.0
18230;81.538;80.0
18235;81.538;80.0
18240;81.538;80.0
18245;81.538;80.0
18250;81.538;80.0
18255;81.538;80.0
18260;81.538;80.0
18265;81.538;80.0
18270;81.538;80.0
18275;81.692;80.0
18280;81.692;80.0
18285;81.692;80.0
18290;81.692;80.0
18295;81.692;80.0
18300;81.692;80.0
18305;81.692;80.0
18310;81.692;80.0
18315;81.692;80.0
18320;81.692;80.0
18325;81.692;80.0
18330;81.692;80.154
18335;81.692;80.154
18340;81.692;80.154
18345;81.692;80.154
18350;81.692;80.154
18355;81.692;80.154
18360;81.692;80.154
18365;81.692;80.154
18370;81.692;80.154
18375;81.692;80.154
18380;81.692;80.154
18385;81.692;80.154
18390;81.692;80.154
18395;81.692;80.154
18400;81.692;80.308
18405;81.692;80.462
18410;81.692;80.462
18415;81.692;80.462
18420;81.692;80.462
18425;81.692;80.462
18430;81.692;80.462
18435;81.692;80.462
18440;81.692;80.462
18445;81.692;80.462
18450;81.692;80.462
18455;81.692;80.462
18460;81.692;80.462
18465;81.692;80.462
18470;81.692;80.462
18475;81.692;80.462
18480;81.692;80.462
18485;81.692;80.462
18490;81.692;80.615
18495;81.692;80.615
18500;81.692;80.615
18505;81.692;80.615
18510;81.692;80.615
18515;81.692;80.615
18520;81.692;80.615
18525;81.692;80.615
18530;81.692;80.615
18535;81.692;80.615
18540;81.692;80.615
18545;81.692;80.615
18550;81.692;80.615
18555;81.846;80.615
18560;81.846;80.615
18565;81.846;80.615
18570;81.846;80.615
18575;81.846;80.615
18580;81.846;80.615
18585;81.846;80.615
18590;81.846;80.615
18595;81.846;80.615
18600;81.846;80.615
18605;81.846;80.615
18610;81.846;80.615
18615;81.846;80.615
18620;81.846;80.615
18625;81.846;80.615
18630;81.846;80.615
18635;81.846;80.615
18640;81.846;80.615
18645;81.846;80.615
18650;81.846;80.615
18655;81.846;80.615
18660;81.846;80.615
18665;81.846;80.615
18670;81.846;80.615
18675;81.846;80.615
18680;81.846;80.615
18685;81.846;80.615
18690;81.846;80.615
18695;81.846;80.615
18700;81.846;80.615
18705;81.846;80.615
18710;81.846;80.615
18715;81.846;80.615
18720;81.846;80.615
18725;81.846;80.615
18730;81.846;80.615
18735;81.846;80.615
18740;81.846;80.615
18745;81.846;80.615
18750;81.846;80.615
18755;81.846;80.615
18760;81.846;80.615
18765;81.846;80.615
18770;81.846;80.615
18775;82.0;80.615
18780;82.0;80.615
18785;82.0;80.615
18790;82.0;80.615
18795;82.0;80.615
18800;82.0;80.615
18805;82.0;80.615
18810;82.0;80.615
18815;82.0;80.615
18820;82.0;80.615
18825;82.0;80.615
18830;82.0;80.615
18835;82.0;80.615
18840;82.0;80.615
18845;82.0;80.615
18850;82.0;80.615
18855;82.0;80.615
18860;82.0;80.615
18865;82.0;80.615
18870;82.0;80.615
18875;82.0;80.615
18880;82.0;80.615
18885;82.0;80.615
18890;82.154;80.615
18895;82.154;80.615
18900;82.154;80.615
18905;82.154;80.615
18910;82.154;80.615
18915;82.154;80.615
18920;82.308;80.615
18925;82.308;80.615
18930;82.308;80.615
18935;82.308;80.615
18940;82.308;80.615
18945;82.308;80.615
18950;82.308;80.615
18955;82.308;80.769
18960;82.308;80.769
18965;82.308;80.769
18970;82.308;80.769
18975;82.308;80.769
18980;82.308;80.769
18985;82.308;80.769
