Year;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
6300;29.692;34.462
6305;29.692;34.769
6310;29.846;34.769
6315;29.846;34.769
6320;29.846;34.769
6325;29.846;34.923
6330;29.692;34.923
6335;29.846;34.923
6340;30.0;34.923
6345;30.0;34.923
6350;30.154;34.923
6355;30.154;34.923
6360;30.308;34.923
6365;30.462;34.923
6370;30.462;34.923
6375;30.615;34.923
6380;30.923;34.923
6385;30.923;35.077
6390;30.923;35.231
6395;31.077;35.385
6400;31.077;35.538
6405;31.077;35.538
6410;31.077;35.538
6415;31.231;35.538
6420;31.385;35.538
6425;31.385;35.538
6430;31.538;35.538
6435;31.692;35.692
6440;31.846;35.692
6445;32.0;35.692
6450;32.0;35.538
6455;32.0;35.538
6460;32.154;35.538
6465;32.308;35.538
6470;32.308;35.385
6475;32.308;35.385
6480;32.154;35.385
6485;32.154;35.385
6490;32.154;35.385
6495;32.308;35.385
6500;32.308;35.538
6505;32.462;35.538
6510;32.615;35.538
6515;32.615;35.538
6520;32.615;35.538
6525;32.615;35.538
6530;32.615;35.692
6535;32.769;35.692
6540;32.769;35.692
6545;32.923;35.846
6550;32.923;35.846
6555;32.923;36.0
6560;32.923;36.0
6565;33.077;36.0
6570;33.385;36.0
6575;33.385;36.0
6580;33.385;36.154
6585;33.385;36.0
6590;33.538;36.0
6595;33.692;36.0
6600;33.538;36.154
6605;33.538;36.154
6610;33.692;36.154
6615;33.692;36.154
6620;33.692;36.154
6625;33.846;36.308
6630;34.154;36.462
6635;34.308;36.615
6640;34.308;36.615
6645;34.462;36.615
6650;34.462;36.615
6655;34.462;36.615
6660;34.615;36.615
6665;34.615;36.615
6670;34.923;36.615
6675;34.923;36.615
6680;34.923;36.615
6685;35.077;36.615
6690;35.077;36.615
6695;34.769;36.615
6700;34.769;36.615
6705;34.923;36.615
6710;34.923;36.615
6715;34.923;36.615
6720;35.077;36.615
6725;35.077;36.769
6730;35.385;36.923
6735;35.385;37.077
6740;35.385;37.077
6745;35.385;37.077
6750;35.385;37.077
6755;35.385;37.231
6760;35.385;37.385
6765;35.385;37.385
6770;35.385;37.385
6775;35.538;37.538
6780;35.692;37.538
6785;35.692;37.385
6790;35.692;37.385
6795;35.692;37.538
6800;35.692;37.538
6805;35.692;37.538
6810;35.692;37.538
6815;35.692;37.538
6820;35.692;37.538
6825;35.692;37.692
6830;35.692;37.692
6835;35.692;37.846
6840;35.692;37.846
6845;36.0;37.846
6850;36.0;37.846
6855;36.154;37.846
6860;36.154;37.846
6865;36.154;37.846
6870;36.308;38.0
6875;36.462;38.0
6880;36.462;37.846
6885;36.615;38.154
6890;36.615;38.308
6895;36.769;38.308
6900;36.923;38.308
6905;36.923;38.308
6910;36.923;38.308
6915;36.923;38.308
6920;36.923;38.308
6925;36.923;38.308
6930;37.077;38.462
6935;37.231;38.462
6940;37.231;38.462
6945;37.231;38.462
6950;37.231;38.462
6955;37.538;38.462
6960;37.538;38.462
6965;37.538;38.615
6970;37.538;38.769
6975;37.538;38.769
6980;37.692;38.769
6985;37.692;38.769
6990;37.692;38.769
6995;37.692;38.769
7000;37.846;38.769
7005;38.0;38.923
7010;38.0;38.923
7015;38.0;38.923
7020;38.0;39.077
7025;38.0;39.077
7030;38.0;39.077
7035;38.154;39.077
7040;38.154;39.231
7045;38.308;39.231
7050;38.462;39.231
7055;38.462;39.231
7060;38.462;39.231
7065;38.615;39.385
7070;38.615;39.385
7075;38.615;39.538
7080;38.615;39.538
7085;38.615;39.692
7090;38.769;39.692
7095;38.769;39.846
7100;38.769;40.0
7105;38.769;40.0
7110;38.769;40.0
7115;38.923;40.154
7120;38.923;40.308
7125;39.077;40.308
7130;39.077;40.308
7135;39.077;40.308
7140;39.077;40.308
7145;39.231;40.462
7150;39.231;40.462
7155;39.231;40.615
7160;39.231;40.615
7165;39.385;40.615
7170;39.385;40.615
7175;39.538;40.769
7180;39.538;40.769
7185;39.692;40.769
7190;39.846;40.769
7195;39.846;40.769
7200;39.846;40.769
7205;39.846;40.769
7210;40.0;40.769
7215;40.0;40.615
7220;40.0;40.615
7225;40.0;40.615
7230;40.154;40.769
7235;40.154;40.769
7240;40.154;40.769
7245;40.154;40.923
7250;40.154;40.923
7255;40.154;40.923
7260;40.154;40.923
7265;40.154;40.923
7270;40.154;40.923
7275;40.308;40.923
7280;40.462;40.923
7285;40.462;40.923
7290;40.462;40.923
7295;40.462;40.923
7300;40.462;40.923
7305;40.462;41.077
7310;40.308;41.231
7315;40.462;41.077
7320;40.615;41.077
7325;40.615;41.077
7330;40.462;41.077
7335;40.615;41.231
7340;40.615;41.231
7345;40.615;41.231
7350;40.615;41.231
7355;40.615;41.231
7360;40.769;41.231
7365;40.769;41.077
7370;40.769;41.231
7375;40.769;41.385
7380;40.923;41.538
7385;41.077;41.538
7390;41.231;41.538
7395;41.231;41.538
7400;41.231;41.692
7405;41.231;41.692
7410;41.231;41.692
7415;41.231;41.846
7420;41.231;42.0
7425;41.231;42.0
7430;41.385;42.0
7435;41.385;42.0
7440;41.538;42.0
7445;41.538;42.0
7450;41.385;42.0
7455;41.385;42.154
7460;41.692;42.154
7465;41.692;42.154
7470;41.692;42.154
7475;41.692;42.154
7480;41.692;42.154
7485;41.692;42.154
7490;41.692;42.154
7495;41.692;42.308
7500;41.692;42.154
7505;41.692;42.308
7510;41.692;42.462
7515;41.692;42.462
7520;41.692;42.462
7525;42.0;42.462
7530;42.154;42.615
7535;42.154;42.462
7540;42.308;42.462
7545;42.308;42.769
7550;42.308;42.769
7555;42.308;42.769
7560;42.308;42.769
7565;42.308;42.769
7570;42.462;42.923
7575;42.462;42.923
7580;42.462;42.923
7585;42.615;42.923
7590;42.615;42.923
7595;42.615;42.923
7600;42.615;42.923
7605;42.769;43.077
7610;42.769;43.077
7615;42.923;43.077
7620;43.077;43.077
7625;43.231;43.077
7630;43.385;43.077
7635;43.385;43.077
7640;43.385;43.077
7645;43.385;43.077
7650;43.538;43.077
7655;43.538;43.231
7660;43.538;43.231
7665;43.538;43.385
7670;43.538;43.385
7675;43.692;43.385
7680;43.692;43.385
7685;43.692;43.385
7690;43.692;43.385
7695;44.0;43.385
7700;44.0;43.385
7705;44.0;43.231
7710;44.0;43.231
7715;44.0;43.231
7720;44.154;43.231
7725;44.308;43.231
7730;44.308;43.231
7735;44.308;43.231
7740;44.308;43.231
7745;44.308;43.231
7750;44.154;43.385
7755;44.308;43.385
7760;44.308;43.538
7765;44.308;43.538
7770;44.308;43.538
7775;44.462;43.538
7780;44.462;43.538
7785;44.615;43.538
7790;44.769;43.538
7795;44.769;43.692
7800;44.769;43.846
7805;44.769;43.846
7810;44.769;43.846
7815;44.923;43.846
7820;44.923;43.846
7825;44.923;43.846
7830;44.923;43.846
7835;44.923;43.692
7840;45.077;43.846
7845;45.077;43.846
7850;45.077;43.846
7855;45.077;44.0
7860;45.077;44.0
7865;45.077;44.0
7870;45.077;44.0
7875;45.231;44.0
7880;45.231;44.0
7885;45.231;44.0
7890;45.231;44.0
7895;45.385;44.0
7900;45.385;44.0
7905;45.385;44.0
7910;45.538;44.0
7915;45.538;44.0
7920;45.538;44.0
7925;45.692;44.0
7930;45.692;44.0
7935;45.692;44.0
7940;45.692;44.0
7945;45.692;44.308
7950;45.692;44.308
7955;45.692;44.308
7960;45.846;44.308
7965;45.846;44.308
7970;45.846;44.308
7975;45.846;44.308
7980;45.846;44.308
7985;45.846;44.308
7990;46.0;44.462
7995;46.0;44.462
8000;46.0;44.615
8005;46.0;44.615
8010;46.154;44.615
8015;46.154;44.615
8020;46.154;44.615
8025;46.154;44.615
8030;46.154;44.615
8035;46.154;44.769
8040;46.154;44.769
8045;46.154;44.769
8050;46.0;44.923
8055;46.0;45.077
8060;46.154;45.077
8065;46.154;45.077
8070;46.308;45.077
8075;46.308;45.077
8080;46.462;45.077
8085;46.462;45.077
8090;46.462;45.077
8095;46.462;45.077
8100;46.769;45.077
8105;46.769;45.077
8110;46.923;45.077
8115;46.923;45.077
8120;46.923;45.077
8125;47.077;45.077
8130;47.077;45.077
8135;47.077;45.077
8140;47.077;45.231
8145;47.077;45.231
8150;47.077;45.231
8155;47.077;45.231
8160;47.077;45.385
8165;47.077;45.385
8170;47.077;45.385
8175;47.077;45.385
8180;47.077;45.385
8185;47.077;45.385
8190;47.231;45.385
8195;47.231;45.385
8200;47.231;45.385
8205;47.385;45.385
8210;47.385;45.385
8215;47.538;45.385
8220;47.538;45.231
8225;47.692;45.231
8230;47.692;45.231
8235;47.692;45.385
8240;47.692;45.385
8245;47.692;45.385
8250;47.692;45.385
8255;47.692;45.385
8260;47.692;45.385
8265;47.846;45.385
8270;47.846;45.385
8275;48.0;45.538
8280;48.0;45.692
8285;48.0;45.692
8290;48.0;45.692
8295;48.0;45.692
8300;48.0;45.692
8305;48.0;45.846
8310;48.0;46.0
8315;48.0;45.846
8320;48.0;45.846
8325;48.0;45.846
8330;48.0;45.846
8335;48.0;45.692
8340;48.0;45.692
8345;48.0;45.846
8350;48.0;45.846
8355;48.0;45.846
8360;48.0;46.0
8365;48.0;46.0
8370;48.154;46.0
8375;48.154;46.0
8380;48.154;46.0
8385;48.308;46.0
8390;48.308;46.0
8395;48.308;46.0
8400;48.308;46.0
8405;48.308;46.0
8410;48.308;46.0
8415;48.308;45.846
8420;48.308;45.846
8425;48.308;45.846
8430;48.308;45.846
8435;48.308;46.0
8440;48.308;46.154
8445;48.308;46.308
8450;48.462;46.308
8455;48.462;46.462
8460;48.462;46.462
8465;48.462;46.462
8470;48.615;46.462
8475;48.615;46.462
8480;48.615;46.462
8485;48.615;46.615
8490;48.769;46.462
8495;48.769;46.462
8500;48.769;46.462
8505;48.769;46.615
8510;48.769;46.615
8515;48.769;46.615
8520;48.769;46.615
8525;48.769;46.615
8530;48.769;46.615
8535;48.769;46.615
8540;48.769;46.615
8545;48.769;46.615
8550;48.769;46.615
8555;48.769;46.615
8560;48.769;46.615
8565;48.769;46.769
8570;48.769;46.769
8575;48.769;46.769
8580;48.769;46.769
8585;48.923;46.769
8590;48.923;46.769
8595;49.077;46.769
8600;49.077;46.615
8605;49.077;46.769
8610;49.077;46.769
8615;49.077;46.769
8620;49.231;46.769
8625;49.231;46.769
8630;49.231;46.769
8635;49.231;46.769
8640;49.231;46.769
8645;49.385;46.769
8650;49.385;46.769
8655;49.385;46.769
8660;49.385;46.923
8665;49.385;47.077
8670;49.385;47.077
8675;49.385;47.077
8680;49.538;47.077
8685;49.692;47.077
8690;49.692;47.077
8695;49.846;47.231
8700;49.846;47.231
8705;49.846;47.231
8710;49.846;47.231
8715;49.846;47.231
8720;50.0;47.231
8725;50.0;47.231
8730;50.0;47.231
8735;50.0;47.231
8740;50.0;47.231
8745;50.0;47.385
8750;50.0;47.385
8755;50.0;47.538
8760;50.0;47.538
8765;50.154;47.538
8770;50.154;47.538
8775;50.308;47.538
8780;50.462;47.538
8785;50.462;47.538
8790;50.462;47.692
8795;50.462;47.692
8800;50.462;48.0
8805;50.615;48.0
8810;50.615;48.0
8815;50.615;48.0
8820;50.615;48.308
8825;50.615;48.462
8830;50.769;48.462
8835;50.769;48.462
8840;50.769;48.462
8845;50.769;48.462
8850;50.769;48.462
8855;50.769;48.462
8860;50.769;48.462
8865;50.769;48.462
8870;50.769;48.769
8875;50.769;48.769
8880;50.769;48.769
8885;50.769;48.769
8890;50.769;48.769
8895;50.769;48.769
8900;50.923;48.769
8905;51.077;48.769
8910;51.077;48.769
8915;51.077;48.769
8920;50.923;48.769
8925;50.923;48.769
8930;50.923;48.769
8935;50.923;48.923
8940;50.923;48.923
8945;50.923;48.923
8950;51.077;48.923
8955;51.077;48.923
8960;51.077;48.923
8965;51.231;48.923
8970;51.385;48.923
8975;51.385;48.923
8980;51.385;48.923
8985;51.385;49.077
8990;51.385;49.077
8995;51.385;49.077
9000;51.385;49.077
9005;51.385;49.077
9010;51.385;49.077
9015;51.385;49.077
9020;51.385;49.077
9025;51.385;49.077
9030;51.385;49.077
9035;51.385;49.231
9040;51.385;49.231
9045;51.538;49.231
9050;51.538;49.231
9055;51.538;49.385
9060;51.538;49.385
9065;51.846;49.385
9070;51.846;49.385
9075;52.0;49.385
9080;52.0;49.385
9085;52.0;49.231
9090;52.0;49.231
9095;52.0;49.231
9100;52.154;49.231
9105;52.154;49.385
9110;52.154;49.538
9115;52.154;49.385
9120;52.154;49.385
9125;52.154;49.385
9130;52.308;49.538
9135;52.462;49.846
9140;52.615;49.846
9145;52.615;49.846
9150;52.615;49.846
9155;52.769;49.846
9160;52.769;49.846
9165;52.769;49.846
9170;52.923;49.846
9175;52.923;49.692
9180;52.923;49.692
9185;52.923;49.692
9190;52.769;49.692
9195;52.769;49.692
9200;52.923;49.692
9205;52.923;49.692
9210;52.923;49.846
9215;53.077;50.0
9220;53.077;50.0
9225;53.231;50.0
9230;53.231;50.0
9235;53.231;50.154
9240;53.231;50.154
9245;53.385;50.154
9250;53.692;50.154
9255;53.692;50.154
9260;53.692;50.154
9265;53.692;50.154
9270;53.692;50.154
9275;53.846;50.154
9280;54.0;50.154
9285;54.0;50.154
9290;54.0;50.154
9295;54.0;50.0
9300;54.154;50.0
9305;54.154;50.0
9310;54.154;50.0
9315;54.154;50.0
9320;54.154;50.0
9325;54.154;50.0
9330;54.154;50.154
9335;54.154;50.154
9340;54.308;50.154
9345;54.308;50.154
9350;54.462;50.154
9355;54.462;50.154
9360;54.462;50.154
9365;54.769;50.154
9370;54.769;50.154
9375;54.769;50.154
9380;54.769;50.154
9385;54.769;50.154
9390;54.615;50.154
9395;54.615;50.154
9400;54.769;50.308
9405;54.923;50.308
9410;54.923;50.308
9415;54.923;50.462
9420;55.077;50.462
9425;55.077;50.462
9430;55.231;50.308
9435;55.231;50.308
9440;55.231;50.462
9445;55.231;50.462
9450;55.231;50.462
9455;55.231;50.769
9460;55.231;50.923
9465;55.231;50.923
9470;55.231;51.077
9475;55.231;51.077
9480;55.231;51.077
9485;55.231;51.077
9490;55.385;51.077
9495;55.385;51.077
9500;55.385;51.077
9505;55.385;51.231
9510;55.385;51.231
9515;55.385;51.231
9520;55.385;51.231
9525;55.385;51.231
9530;55.385;51.231
9535;55.385;51.231
9540;55.385;51.231
9545;55.385;51.231
9550;55.538;51.231
9555;55.538;51.231
9560;55.538;51.231
9565;55.692;51.231
9570;55.692;51.231
9575;55.692;51.231
9580;55.692;51.231
9585;55.692;51.231
9590;55.692;51.231
9595;55.692;51.231
9600;55.846;51.231
9605;56.0;51.231
9610;56.0;51.077
9615;56.0;51.077
9620;56.0;51.077
9625;56.154;51.077
9630;56.154;51.077
9635;56.154;51.077
9640;56.154;51.077
9645;56.154;51.077
9650;56.154;51.077
9655;56.308;51.077
9660;56.154;51.077
9665;56.308;51.077
9670;56.462;51.077
9675;56.462;51.077
9680;56.462;51.077
9685;56.462;51.077
9690;56.462;51.231
9695;56.615;51.231
9700;56.615;51.077
9705;56.615;51.077
9710;56.615;51.077
9715;56.615;51.077
9720;56.615;51.077
9725;56.615;51.077
9730;56.615;51.077
9735;56.615;51.077
9740;56.615;51.077
9745;56.615;51.077
9750;56.615;51.077
9755;56.615;51.077
9760;56.615;51.231
9765;56.615;51.231
9770;56.615;51.231
9775;56.615;51.231
9780;56.615;51.231
9785;56.615;51.231
9790;56.615;51.231
9795;56.769;51.385
9800;56.769;51.385
9805;56.769;51.385
9810;56.769;51.385
9815;56.769;51.385
9820;56.769;51.385
9825;56.769;51.385
9830;56.769;51.385
9835;56.769;51.538
9840;56.769;51.385
9845;56.769;51.385
9850;56.769;51.385
9855;56.769;51.385
9860;56.923;51.385
9865;56.923;51.385
9870;56.923;51.385
9875;56.923;51.385
9880;56.923;51.385
9885;56.923;51.385
9890;56.923;51.385
9895;56.769;51.385
9900;56.923;51.385
9905;56.923;51.385
9910;56.923;51.385
9915;57.077;51.538
9920;57.231;51.538
9925;57.231;51.538
9930;57.231;51.538
9935;57.231;51.538
9940;57.231;51.538
9945;57.231;51.538
9950;57.231;51.538
9955;57.231;51.538
9960;57.231;51.538
9965;57.231;51.538
9970;57.231;51.692
9975;57.385;51.692
9980;57.385;51.692
9985;57.385;51.692
9990;57.385;51.692
9995;57.385;51.692
10000;57.385;51.846
10005;57.385;51.846
10010;57.385;51.846
10015;57.385;51.846
10020;57.385;51.846
10025;57.385;52.0
10030;57.385;52.0
10035;57.385;52.154
10040;57.385;52.308
10045;57.385;52.308
10050;57.385;52.308
10055;57.385;52.308
10060;57.385;52.308
10065;57.538;52.308
10070;57.538;52.308
10075;57.538;52.308
10080;57.538;52.308
10085;57.538;52.308
10090;57.538;52.308
10095;57.538;52.308
10100;57.538;52.308
10105;57.538;52.308
10110;57.538;52.462
10115;57.538;52.308
10120;57.538;52.308
10125;57.538;52.308
10130;57.538;52.308
10135;57.538;52.308
10140;57.538;52.308
10145;57.538;52.308
10150;57.385;52.308
10155;57.385;52.308
10160;57.385;52.308
10165;57.385;52.462
10170;57.385;52.462
10175;57.538;52.615
10180;57.538;52.615
10185;57.692;52.615
10190;57.692;52.615
10195;57.692;52.615
10200;57.692;52.615
10205;57.692;52.615
10210;57.692;52.615
10215;57.692;52.615
10220;57.692;52.615
10225;57.692;52.615
10230;57.692;52.615
10235;57.692;52.615
10240;57.692;52.615
10245;57.846;52.615
10250;58.0;52.615
10255;58.0;52.615
10260;58.0;52.769
10265;57.846;52.769
10270;57.846;52.769
10275;57.846;52.769
10280;57.846;52.769
10285;57.846;52.615
10290;57.846;52.615
10295;58.0;52.615
10300;58.0;52.615
10305;58.0;52.615
10310;58.0;52.615
10315;58.0;52.615
10320;58.0;52.615
10325;58.0;52.615
10330;58.0;52.615
10335;58.0;52.615
10340;58.0;52.615
10345;58.0;52.615
10350;58.0;52.615
10355;58.154;52.615
10360;58.154;52.615
10365;58.154;52.615
10370;58.154;52.615
10375;58.154;52.615
10380;58.154;52.615
10385;58.154;52.615
10390;58.154;52.615
10395;58.154;52.615
10400;58.154;52.615
10405;58.154;52.615
10410;58.154;52.615
10415;58.154;52.615
10420;58.308;52.615
10425;58.308;52.615
10430;58.462;52.769
10435;58.462;52.769
10440;58.462;52.769
10445;58.462;52.769
10450;58.615;52.923
10455;58.615;52.923
10460;58.615;52.923
10465;58.615;52.923
10470;58.615;52.923
10475;58.615;52.923
10480;58.615;52.923
10485;58.615;52.923
10490;58.615;53.077
10495;58.615;53.231
10500;58.769;53.231
10505;58.923;53.231
10510;58.923;53.231
10515;58.923;53.231
10520;58.923;53.231
10525;58.923;53.231
10530;58.923;53.231
10535;58.923;53.231
10540;58.923;53.231
10545;58.923;53.077
10550;58.923;53.077
10555;58.923;53.077
10560;59.077;53.077
10565;59.077;53.077
10570;59.077;53.077
10575;59.077;53.077
10580;59.077;53.077
10585;59.077;53.077
10590;59.077;53.077
10595;59.231;53.231
10600;59.231;53.231
10605;59.231;53.231
10610;59.231;53.231
10615;59.231;53.231
10620;59.231;53.231
10625;59.231;53.231
10630;59.231;53.231
10635;59.385;53.231
10640;59.385;53.231
10645;59.538;53.231
10650;59.538;53.231
10655;59.692;53.231
10660;59.692;53.231
10665;59.692;53.231
10670;59.846;53.231
10675;59.846;53.231
10680;59.846;53.231
10685;59.846;53.231
10690;59.846;53.231
10695;59.846;53.231
10700;59.846;53.231
10705;59.846;53.231
10710;59.846;53.231
10715;59.846;53.231
10720;59.846;53.231
10725;59.846;53.231
10730;59.692;53.077
10735;59.692;53.077
10740;59.692;53.077
10745;59.692;53.077
10750;59.692;53.077
10755;59.692;53.077
10760;59.692;53.077
10765;59.692;53.077
10770;59.692;53.077
10775;59.692;53.077
10780;59.692;53.077
10785;59.692;53.077
10790;59.692;53.077
10795;59.692;53.077
10800;59.692;53.077
10805;59.692;53.077
10810;59.692;53.077
10815;59.692;53.231
10820;59.846;53.231
10825;59.846;53.231
10830;59.846;53.231
10835;59.846;53.385
10840;59.846;53.385
10845;59.846;53.385
10850;59.692;53.538
10855;59.692;53.538
10860;59.692;53.692
10865;59.692;53.692
10870;59.692;53.846
10875;59.692;53.846
10880;59.692;53.846
10885;59.692;53.846
10890;59.692;53.846
10895;59.846;53.846
10900;59.846;53.846
10905;59.846;53.846
10910;59.846;54.0
10915;59.846;54.0
10920;59.846;54.0
10925;60.0;54.0
10930;60.0;54.0
10935;60.0;54.0
10940;60.0;54.0
10945;60.0;54.0
10950;60.0;54.0
10955;60.0;54.0
10960;60.0;54.0
10965;60.0;54.0
10970;60.0;54.0
10975;60.0;53.846
10980;60.0;53.846
10985;60.0;53.846
10990;60.0;53.846
10995;60.154;53.846
11000;60.154;53.846
11005;60.154;53.846
11010;60.154;53.846
11015;60.154;53.846
11020;60.154;53.692
11025;60.154;53.692
11030;60.308;53.692
11035;60.308;53.692
11040;60.308;53.692
11045;60.308;53.692
11050;60.308;53.692
11055;60.308;53.692
11060;60.308;53.692
11065;60.308;53.692
11070;60.308;53.692
11075;60.308;53.692
11080;60.154;53.692
11085;60.154;53.692
11090;60.154;53.692
11095;60.154;53.692
11100;60.154;53.692
11105;60.154;53.692
11110;60.154;53.692
11115;60.154;53.692
11120;60.154;53.692
11125;60.154;53.692
11130;60.308;53.692
11135;60.308;53.692
11140;60.308;53.692
11145;60.308;53.846
11150;60.308;53.846
11155;60.308;53.846
11160;60.308;53.846
11165;60.308;53.846
11170;60.308;53.846
11175;60.308;53.846
11180;60.308;53.846
11185;60.308;53.846
11190;60.308;53.846
11195;60.308;53.846
11200;60.308;53.846
11205;60.308;53.846
11210;60.308;53.846
11215;60.308;53.846
11220;60.308;53.846
11225;60.308;54.0
11230;60.308;54.0
11235;60.308;54.0
11240;60.308;53.846
11245;60.308;54.0
11250;60.308;54.0
11255;60.308;54.0
11260;60.308;54.0
11265;60.308;54.0
11270;60.308;54.0
11275;60.308;54.0
11280;60.308;54.0
11285;60.308;54.0
11290;60.308;54.0
11295;60.308;54.0
11300;60.308;54.0
11305;60.308;54.0
11310;60.308;54.0
11315;60.308;54.0
11320;60.308;54.0
11325;60.308;54.0
11330;60.308;54.0
11335;60.308;54.0
11340;60.308;54.0
11345;60.308;54.0
11350;60.308;54.0
11355;60.308;54.0
11360;60.308;54.0
11365;60.308;54.0
11370;60.308;54.0
11375;60.308;54.0
11380;60.308;54.0
11385;60.462;54.0
11390;60.462;54.0
11395;60.462;54.0
11400;60.462;54.0
11405;60.462;54.0
11410;60.615;54.0
11415;60.615;54.0
11420;60.615;54.0
11425;60.615;54.0
11430;60.462;54.0
11435;60.308;54.0
11440;60.308;54.0
11445;60.308;54.0
11450;60.308;54.0
11455;60.308;54.0
11460;60.308;54.0
11465;60.308;54.0
11470;60.462;54.0
11475;60.462;54.0
11480;60.462;54.0
11485;60.462;54.0
11490;60.462;54.0
11495;60.462;54.0
11500;60.462;54.0
11505;60.462;54.0
11510;60.462;54.0
11515;60.462;54.154
11520;60.462;54.154
11525;60.462;54.154
11530;60.462;54.154
11535;60.462;54.154
11540;60.462;54.154
11545;60.462;54.0
11550;60.462;54.0
11555;60.462;54.154
11560;60.462;54.154
11565;60.462;54.154
11570;60.462;54.154
11575;60.462;54.154
11580;60.615;54.154
11585;60.615;54.154
11590;60.615;54.154
11595;60.615;54.154
11600;60.615;54.154
11605;60.615;54.154
11610;60.615;54.154
11615;60.615;54.154
11620;60.615;54.154
11625;60.615;54.154
11630;60.615;54.154
11635;60.615;54.154
11640;60.615;54.154
11645;60.462;54.308
11650;60.462;54.308
11655;60.462;54.308
11660;60.462;54.308
11665;60.462;54.308
11670;60.615;54.462
11675;60.615;54.462
11680;60.615;54.462
11685;60.769;54.462
11690;60.769;54.462
11695;60.923;54.462
11700;60.923;54.462
11705;60.923;54.462
11710;60.923;54.462
11715;60.923;54.462
11720;61.077;54.615
11725;61.077;54.615
11730;61.077;54.923
11735;61.077;54.923
11740;61.077;54.923
11745;61.077;54.923
11750;61.077;54.923
11755;61.077;54.923
11760;61.077;54.923
11765;61.077;54.923
11770;61.077;54.923
11775;61.077;54.923
11780;61.077;54.923
11785;61.077;54.923
11790;61.231;54.923
11795;61.385;54.923
11800;61.385;54.923
11805;61.385;54.923
11810;61.385;55.077
11815;61.385;55.077
11820;61.385;55.231
11825;61.385;55.231
11830;61.385;55.231
11835;61.538;55.231
11840;61.538;55.231
11845;61.538;55.231
11850;61.538;55.231
11855;61.538;55.231
11860;61.538;55.077
11865;61.538;55.077
11870;61.538;55.077
11875;61.538;55.231
11880;61.538;55.385
11885;61.692;55.538
11890;61.692;55.538
11895;61.692;55.538
11900;61.692;55.538
11905;61.846;55.538
11910;61.846;55.692
11915;61.846;55.692
11920;62.0;55.692
11925;62.0;55.692
11930;62.0;55.692
11935;62.0;55.846
11940;62.0;55.846
11945;62.0;55.846
11950;62.0;55.846
11955;62.0;55.846
11960;62.0;55.846
11965;62.154;55.846
11970;62.154;56.0
11975;62.154;56.0
11980;62.154;56.0
11985;62.154;56.0
11990;62.154;56.0
11995;62.154;56.154
12000;62.308;56.154
12005;62.308;56.154
12010;62.462;56.154
12015;62.462;56.308
12020;62.462;56.308
12025;62.615;56.308
12030;62.769;56.308
12035;62.769;56.308
12040;62.769;56.308
12045;62.769;56.154
12050;62.769;56.154
12055;62.769;56.154
12060;62.769;56.154
12065;62.769;56.308
12070;62.769;56.308
12075;62.923;56.308
12080;62.923;56.462
12085;62.923;56.462
12090;62.923;56.462
12095;62.923;56.462
12100;62.923;56.462
12105;62.923;56.462
12110;63.077;56.462
12115;63.077;56.615
12120;63.077;56.615
12125;63.077;56.615
12130;63.077;56.615
12135;63.077;56.615
12140;63.077;56.615
12145;63.077;56.615
12150;63.077;56.769
12155;63.077;56.769
12160;63.077;56.769
12165;63.077;56.769
12170;63.077;56.769
12175;63.077;56.769
12180;63.077;56.769
12185;63.077;56.769
12190;63.077;56.923
12195;63.231;56.923
12200;63.231;56.923
12205;63.231;56.923
12210;63.077;56.923
12215;63.077;56.923
12220;63.077;56.923
12225;63.077;57.077
12230;63.077;57.077
12235;63.077;57.077
12240;63.231;57.077
12245;63.231;57.077
12250;63.231;57.077
12255;63.231;57.077
12260;63.231;57.077
12265;63.231;57.077
12270;63.231;57.231
12275;63.231;57.231
12280;63.231;57.231
12285;63.231;57.231
12290;63.385;57.385
12295;63.385;57.385
12300;63.385;57.692
12305;63.385;57.846
12310;63.385;58.0
12315;63.385;58.0
12320;63.385;58.0
12325;63.385;58.0
12330;63.692;58.0
12335;63.692;58.0
12340;63.538;58.0
12345;63.538;58.0
12350;63.538;58.0
12355;63.538;58.154
12360;63.538;58.154
12365;63.538;58.308
12370;63.692;58.462
12375;63.692;58.462
12380;63.692;58.462
12385;63.692;58.462
12390;63.692;58.462
12395;63.692;58.462
12400;63.692;58.615
12405;63.692;58.769
12410;63.692;58.923
12415;63.692;58.923
12420;63.692;59.077
12425;63.692;59.077
12430;63.846;59.077
12435;63.846;59.077
12440;64.0;59.077
12445;64.0;58.923
12450;64.0;58.923
12455;64.0;58.923
12460;64.0;59.077
12465;64.0;59.077
12470;64.0;59.077
12475;64.0;59.231
12480;64.0;59.231
12485;64.0;59.231
12490;64.0;59.231
12495;64.0;59.385
12500;64.0;59.385
12505;63.692;59.385
12510;63.692;59.385
12515;63.692;59.385
12520;63.692;59.385
12525;63.692;59.385
12530;63.692;59.385
12535;63.538;59.385
12540;63.692;59.231
12545;63.692;59.385
12550;63.692;59.385
12555;63.692;59.538
12560;63.692;59.538
12565;63.692;59.538
12570;63.692;59.538
12575;63.692;59.692
12580;63.846;59.692
12585;63.846;59.692
12590;63.846;59.692
12595;63.846;59.692
12600;64.0;59.692
12605;64.154;59.692
12610;64.154;59.692
12615;64.154;59.846
12620;64.154;60.0
12625;64.154;60.0
12630;64.154;60.308
12635;64.154;60.308
12640;64.154;60.308
