Date;DisplayPeriod;Icon;Rule;ScenarioName;Size;Speed;TimeLimit;Title;LastStep;distance_to_start_location_as_time_goes
251117164035;1;worm.png;103;Worm;15;150;11000;Evolife_Worm;125;10.67
