Date;DisplayPeriod;DotSize;Icon;Influence;LandSize;NoiseDisplay;PopulationSize;ResultDir;SNR;ScenarioName;TimeLimit;Title;LastStep;Average_Voice_level
251118161020;1;7;cocktailparty.gif;30;100;1;100;./___Results;20;Cocktail;10000;Cocktail_Party;142;20.89
